Title,Company,Location,Type,Level,YearsExp,Country,Skills
DevOps Engineer & Technical Lead,Fields for Trading and Industries,Cairo,Full Time,Experienced,5+ Yrs of Exp,Egypt,"Computer Engineering, Information Technology (IT), Software Development, Docker, AWS, Linux, MySQL, Java, MongoDB, Azure"
Senior Solutions Architect – Customer Facing Role,Forte Cloud,New Cairo,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Males Preferred, AWS, Cloud Computing, Presales, Solution Architect, English, Computer Skills, Microsoft Office"
Talent Development Senior Specialist,Fashion Retail Group,New Cairo,Full Time,Experienced,3-6 Yrs of Exp,Cairo,"OD, Recruitment, Human Resources"
HC & Admin Director,Bingo Global,Sheraton,Full Time,Senior Management,10-15 Yrs of Exp,Cairo,"Legal, HR, Administration, Labor Law, Administration, Human Resources, Legal"
Software Business Analyst - ERP,eDoctor Software,Dokki,Part Time,Experienced,3-6 Yrs of Exp,Giza,"Business Analysis, Information Technology (IT), Software Development, English, IT/Software Development, Analyst/Research"
Payable Accountant,Ghassan Ahmed Alsulaiman for Electronic Services,Maadi,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Accounting, Accounts Payable, Finance, Financial Analysis, Business Management, Accounting/Finance"
Chief Accountant - Receivable,Ghassan Ahmed Alsulaiman for Electronic Services,Maadi,Full Time,Manager,5-8 Yrs of Exp,Cairo,"Finance, Financial Management, Financial Analysis, Commerce, Accounting Management, Chief Accounting, Financial Planning"
Junior Sales Executive Real Estate,Gates Development,New Cairo,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,"Sales Skills, Real Estate, Presentation, Sales Target, Negotiation, Communications, Sales/Retail"
English & Biology Teachers,Elite,Dammam,Full Time,Experienced,5-10 Yrs of Exp,Saudi Arabia,"Education, Teaching, English, Advanced Biology, IG, International School, Education/Teaching"
Digital Marketing Specialist - موظفات تسويق...,Confidential,New Cairo,Full Time,Work From Home,1-2 Yrs of Exp,Cairo,"3 Vacancies, Females Only, Social Media, Digital Marketing, E-marketing, Marketing/PR/Advertising, Media/Journalism/Publishing"
React Native Mobile Developer,Expand Cart,6th of October,Full Time,Experienced,2+ Yrs of Exp,Giza,"Information Technology (IT), Software Engineering, Software Development, javaScript, React Native, ES6, Redux, Rxjs, Mobile Development"
Personal Assistant,Virtual Worker Now,Cairo,Full Time,Work From Home,5-10 Yrs of Exp,Egypt,"Administration, Secretary, Office Management, Administration"
Senior PHP Web Developer,Aqarmap.com,Nasr City,Full Time,Experienced,4+ Yrs of Exp,Cairo,"Mongo DB, Symfony2, Yii, Laravel, Codeigniter, PHP5, Startup, Amazon Travel, AWS, Elastic Search, MVC, AngularJS, Jenkins"
HR Generalist,Circle K,Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Personnel, Recruitment, White Collars, Communication Skills, Hiring, HR, Human Resources"
Community Building Specialist,Shifa Egypt,New Cairo,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Advertising, Community Building, Fundraising, Customer Service/Support, Marketing/PR/Advertising, Media/Journalism/Publishing"
ERM Manager,Egyptian Banks Company,New Cairo,Full Time,Manager,5-7 Yrs of Exp,Cairo,"Banking, Risk, Auditing, Finance, Financial Management, Commerce, Financial Analysis, Economics, Accounting/Finance, Banking"
Senior Graphic Designer,Elsaba AutoService,New Cairo,Full Time,Experienced,6-8 Yrs of Exp,Cairo,"Adobe Illustrator, Adobe Photoshop, Marketing, Social Media, Creative, Advertising, Fine Arts, InDesign, In design, DreamWeaver"
