Title,Company,Location,Type,Level,YearsExp,Country,Skills
R&D Electrical Power Engineer,BEDO Company,6th of October,Full Time,Experienced,2-5 Yrs of Exp,Giza,"Males Only, Research & Development, Power Engineering, Design, 3ds Max, Auto CAD, 2D Drawings, R&D, English, Computer, Robocon"
Sales Engineer,GlassRock Insulation Co.,Maadi,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Civil, Architectural, Mechanical, Engineering - Construction/Civil/Architecture, Sales/Retail"
Sales Manager - Real Estate,Unicity,New Cairo,Full Time,Manager,7+ Yrs of Exp,Cairo,"Sales Target, Sales Skills, Communication, Brokerage, Customer Service, English, Real Estate Sales, Property Consultant, Sales/Retail"
Quality Control Specialist,Mishkat Nour,Nasr City,Full Time,Experienced,4-7 Yrs of Exp,Cairo,"Quality Control, QC, Quality Assurance, QA, Communication, Quality"
Structural Design Engineer,Teraz,New Cairo,Full Time,Experienced,8-10 Yrs of Exp,Cairo,"Structural Design, Revit, Etabs, SAFE, CSi, sap 2000, Civil Engineering, Engineering - Construction/Civil/Architecture"
Mechanical Tendering Engineer,Tantamotors company,Nasr City,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Tendering, Microsoft Office, Purchasing, Procurement, Engineering - Mechanical/Electrical"
Online Store Manager,Expand Cart,Giza,Full Time,Experienced,2-4 Yrs of Exp,Egypt,"Customer Care, Customer Service, Customer Support, Marketing, Media, Online Store, E-Commerce, Economics, Operations/Management"
Technical Office Engineer Architecture,Jovi Build,Sheikh Zayed,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Engineering, AutoCAD, Inventory, Extracts, BOQ, Quantity Surveying, Shop Drawing, Design, Creative/Design/Art"
General Accountant,EMIRATES BARQ,Cairo,Full Time,Entry Level,1-5 Yrs of Exp,Egypt,"Accountant, Accounting, Accounting/Finance"
Sales Representative (Home Care),Andalusia Group,Maadi,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Sales Skills, Sales Target, Customer Service, Customer Care, Customer Support, Sales/Retail"
Senior Property Consultant - Brokerage,WATAD Capital,Sheraton,Full Time,Experienced,3-6 Yrs of Exp,Cairo,"Females Only, Sales Skills, Sales Target, Customer Service, Real Estate, English, Sales/Retail"
Engineering & Maintenance Manager - Alexandria,Rubyred Garment,Bourj Alarab,Full Time,Manager,7+ Yrs of Exp,Alexandria,"Maintenance, Electrical Engineering, Project Management, Operations, Mechanical Engineering, Planning, PMP, Installation/Maintenance/Repair"
Senior Solution Architect,Agile Technologies,Maadi,Full Time,Experienced,10+ Yrs of Exp,Cairo,"Computer Science, Computer Engineering, Troubleshooting, Agile, IT, Software Solutions, Solutions Architect, Scrum"
Social Media Coordinator,Pink'n Green,Hadayek Alahram,Full Time,Entry Level,0-3 Yrs of Exp,Giza,"E-marketing, SEO, Digital Marketing, Sales Skills, Sales Target, Microsoft Office, Marketing/PR/Advertising"
Key Account Specialist -Giza,Splendid Pharma,Giza,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Sales Skills, Customer Service, Customer Support, English, Medicine, Science, Veterinary, Medical, Medical/Healthcare, Sales/Retail"
Students Affairs specialist,Badr University in Cairo (BUC),Badr City,Full Time,Experienced,3-7 Yrs of Exp,Cairo,"Education, Admission, Student Affairs, Administration, Administration, Education/Teaching"
Lab Operations Manager,سلسلة معامل حديثة بالقاهرة,Dokki,Full Time,Manager,5+ Yrs of Exp,Giza,"Dental Labs, Dentist, Operations/Management, Medical/Healthcare, Pharmaceutical"
QC MEP Engineer,Tabarak Holding,New Cairo,Full Time,Experienced,10-10 Yrs of Exp,Cairo,"Electrical Engineering, MEP, Mechanical Engineering, English, Project/Program Management, Engineering - Mechanical/Electrical"
Driving Instructor (Manual/Auto) - New Cairo &...,Direxiona,New Cairo,Part Time,Experienced,5+ Yrs of Exp,Cairo,"Females Only, Instructor, Training, Driving ID, Driving Licences, Car, Customer Service/Support, Other, Training/Instructor"
Cost Control Engineer,Arabia Holding,Downtown,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Construction, Civil Engineering, Urban & Regional Planning, Engineering - Construction/Civil/Architecture, Project/Program Management"
Load Testing Engineer,IMS,New Cairo,Part Time,Freelance / Project,3-5 Yrs of Exp,Cairo,"3-5 Yrs of Exp, 2 Vacancies, Information Technology (IT), Quality Control, Software Testing, Load Testing, Performance, Quality"
Accounting Litigation Expert - مستشار مالي ذو...,Confidential,Riyadh,Full Time,Manager,1-20 Yrs of Exp,Saudi Arabia,"Accounting, Finance, Litigation, Expert Witness, Accounting/Finance"
