Title,Company,Location,Type,Level,YearsExp,Country,Skills
Senior Maintenance Engineer,Confidential,Cairo,Full Time,Experienced,10+ Yrs of Exp,Egypt,"Engineering, Mechanical, Printing, Electrical, Health, Safety, Installation/Maintenance/Repair, Engineering - Mechanical/Electrical"
Pre-Sales Executive / IT Field,Integrated Technology Group,Cairo,Full Time,Experienced,4-6 Yrs of Exp,Egypt,"Computer Science, Sales Skills, Sales Target, IT Sales, Engineering, Telecom, IT/Software Development, Sales/Retail"
Export Sales Specialist,Edu-Fun,10th of Ramadan City,Full Time,Entry Level,1-5 Yrs of Exp,Cairo,"Export, English, International Trade, Communication Skills, Negotiation Skills, Presentation Skills, Sales Skills, Logistics, French"
Accounting Manager,Smsm,Shubra,Full Time,Manager,5-8 Yrs of Exp,Cairo,"Finance, Financial Analysis, Retail, Odoo ERP, ERP System, Accounting Management, Accounting/Finance"
Agriculture Equipment Maintenance Manager,Nile Sugar,Wadi Alnatrun,Full Time,Manager,10+ Yrs of Exp,Beheira,"Maintenance, Management, Mechanical Engineering, Installation/Maintenance/Repair, Operations/Management"
D365 Supply Chain Consultant,Ghassan Ahmed Alsulaiman for Electronic Services,Maadi,Full Time,Experienced,4-6 Yrs of Exp,Cairo,"D365, Dynamics 365, MS Power Platform, CDS, Business Process Analysis, Data Management, Supply Chain, Logistics"
HR & Administration Un-Paid Internship,Premelia,Mohandessin,Internship,Entry Level,null Yrs of Exp,Giza,"Administration, Human Resources (HR), HR, Computer Skills, English, Recruitment, Administration, Human Resources"
Senior MEP Mechanical Engineer,Solasel,6th of October,Full Time,Experienced,5+ Yrs of Exp,Giza,"Electrical Engineering, MEP, HVAC, AutoCAD, Construction, Microsoft Office, Firefighting, Communication, HAP, Rivet"
Accountant,Insitu Egypt,Maadi,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Finance, Financial Analysis, Warehouse manager, Financial Management, Communication Skills, Accounting/Finance"
Telesales Agent,Aqarmap.com,Nasr City,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Corporate Sales, Real Estate, Advertising, Marketing, Sales Skills, Insurance, Sales Target, Outdoor Sales, Telesales, Property"
Project Coordinator - Technical Office,Nile Global Construction co,Dokki,Full Time,Experienced,5+ Yrs of Exp,Giza,"Females Only, Interior Design, 3ds Max, Adobe Photoshop, AutoCAD 2D & 3D, ArchiCAD, Google SketchUp, Engineering, Technical Office"
Farm Manager,Confidential,Noubaria,Full Time,Manager,8-12 Yrs of Exp,Beheira,"Agriculture Engineering, Management, Farm, Computer Skills, Microsoft Office, Microsoft Word, Microsoft Excel, Microsoft PowerPoint(PPT)"
Planning & Follow-Up Manager - Cairo,Mishkat Nour,Nasr City,Full Time,Manager,4-7 Yrs of Exp,Cairo,"Planning, Management, Organizing, Leadership, Administration, Operations/Management"
Sales Specialist - Cairo,MAS Trade CO,New Nozha,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Wholesales, Sales Skills, Sales Target, FMCG, Food & Beverage, B2B Sales, Bakeries, Pastries, Restaurant, Telesales, Retail"
Senior Sales Engineer - Oil & Gas Sector,Inter-Tech,Cairo,Full Time,Experienced,3-6 Yrs of Exp,Egypt,"Sales Skills, Sales Target, Customer Service, Customer Support, Customer Care, Mechanical Engineering, Chemical, Material, Oil &Gas"
Cost Controller Accountant,Confidential,New Cairo,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Financial Analysis, Accounting, Finance, ERP, Communication Skills, MS Office, Commerce, Accounting/Finance"
Property Consultant,property today egypt,New Cairo,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Real Estate, Sales Target, Sales Skills, Automotive, Banking, Insurance, Sales/Retail"
PHP Developer (Mid-Level),Enwan,Cairo,Freelance / Project,Experienced,2-10 Yrs of Exp,Egypt,"Information Technology (IT), Software Development, PHP, Software Engineering, IT/Software Development"
Outdoor Sales Specialist,Brodcast Agency,Giza,Full Time,Part Time,2-3 Yrs of Exp,Egypt,"2-3 Yrs of Exp, 4 Vacancies, Sales Skills, Outdoor Sales, Sales Target, English, Arabic, Customer Service/Support, Sales/Retail"
MRP Supervisor,Egyptian German Automotive,6th of October,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Logistics, Supply Chain, Manufacturing, Planning, CSCP, ERP, SCM, CPIM, Logistics/Supply Chain, Engineering - Other"
