Title,Company,Location,Type,Level,YearsExp,Country,Skills
Executive Assistant,harfco,Cairo,Full Time,Experienced,2-3 Yrs of Exp,Egypt,"Office Management, Secretary, Microsoft Office, Communication Skills, Administration"
Assistant Branch Manager - Retail Store (Tanta),QUATTRO,Tanta,Full Time,Experienced,3-5 Yrs of Exp,Gharbia,"Sales Target, Customer Service, Retail, Customer Service/Support, Sales/Retail"
General Manager (Technical Background),EZI Codes,Cairo,Full Time,Manager,10-15 Yrs of Exp,Egypt,"Information Technology, Business Analysis, Business Development, Operations Management, General Management, Computer Science, IT"
Telesales Manager,Confidential,Hadayek Alahram,Full Time,Manager,4+ Yrs of Exp,Giza,"Telesales, Customer Service, Sales Target, Software, Zoho, Microsoft Office, Sales Skills, English, Management, Customer Service/Support"
SEO Specialist,Dream2000,New Nozha,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Social Media, Digital Marketing, SEM, Google Analytics, Campaigns, Website Analytics, HTML, CSS, javaScript, Marketing/PR/Advertising"
Jr Business Development Specialist,Vijua,6th of October,Full Time,Work From Home,0-2 Yrs of Exp,Giza,"Business Development, Sales Skills, Sales Target, Engineering, Marketing Campaign, Influencers, Business Development"
Stock Control Accountant,El-Moasser Books,10th of Ramadan City,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Accounting, Finance, Stock Control, Microsoft Office, Computer Skills, Financial Analysis, Communication Skills, SAP, Warehouse"
Sales Representative,Cura Pharma Trading,Glim,Full Time,Experienced,2-5 Yrs of Exp,Alexandria,"Sales Target, Technical Sales, Food, Customer Service, MS Office, Pharmaceutical, Sales/Retail"
Telesales Agent - Alexandria,Confidential,Alexandria,Full Time,Experienced,3-5 Yrs of Exp,Egypt,"Telesales, Customer Service, Customer Care, Customer Support, Microsoft Office, Tele Sales, Call Center, Customer Service/Support"
Senior PHP Developer - Nasr City,Maxycode,Nasr City,Full Time,Experienced,3-10 Yrs of Exp,Cairo,"PHP, Web, Frameworks, Information Technology (IT), javaScript, AJAX, HTML5, APIs, Code Versioning, Computer Science"
Senior Content Writer,Kanawat,Nasr City,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Marketing, Writing, Social Media, Content Creation, Editing, Content Management, SEO, Journalism, e-commerce, online, WordPress"
Admin Assistant,Tiger Med For Medical Agencies,Cairo,Full Time,Experienced,2-7 Yrs of Exp,Egypt,"Office Management, Microsoft Office, Administration, Administration, Customer Service/Support, Operations/Management"
Executive Secretary,Temco,Dokki,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Secretary, Office Management, English, Administration"
Portuguese Teacher,AIESEC Cairo University,San Salvador,Full Time,Entry Level,1-2 Yrs of Exp,El Salvador,"Training, Instructor, Portuguese teaching, Languages teaching, Communication skills, Education/Teaching, Training/Instructor"
Sales Supervisor - Monufya,OPPO Egypt,Shebin Alkom,Full Time,Entry Level,1-2 Yrs of Exp,Monufya,"Sales Skills, Sales Target, Sales Manager, Sales Supervisor, Communication Skills, Smart Phones, English, Sales/Retail"
Sales Account Manager,Confidential,New Nozha,Full Time,Experienced,3-6 Yrs of Exp,Cairo,"Sales Target, Marketing, Account Management, Sales Skills, Communication Skills, Account Manager, E-Commerce, Business Development"
Utilities Section Head - Qalyubia,Lactalis Halawa,Qalyub,Full Time,Manager,7-15 Yrs of Exp,Qalubia,"Utilities, Mechanical Engineering, Electrical Engineering, Manufacturing, Installation/Maintenance/Repair, Manufacturing/Production"
E-Commerce Sales Specialist.,TRANSSION HOLDINGS,Maadi,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Sales Skills, Online Sales, Reporting, Communication, English, Marketing, Marketing/PR/Advertising, Sales/Retail"
Product Manager - Food & Beverage (Cairo),Confidential,Katameya,Full Time,Manager,3-7 Yrs of Exp,Cairo,"Food & Beverage, English, Marketing Strategies, Sales Target, Operations, Product Management, Hotels, Operations/Management"
Senior Graphic Designer,Confidential,Jeddah,Full Time,Part Time,3+ Yrs of Exp,Saudi Arabia,"Graphic Design, Adobe Illustrator, Graphics, InDesign, Adobe Creative Cloud, Adobe Photoshop, Creative/Design/Art"
Tax Manager - Value Added Taxes,MML Chartered Accountants & Tax Experts Office,Heliopolis,Full Time,Manager,5-10 Yrs of Exp,Cairo,"Financial Management, Financial Analysis, Accounting Offices, Legal Accounting, Accounting/Finance"
Project Engineer,Swedish Group,New Cairo,Full Time,Experienced,5+ Yrs of Exp,Cairo,"Interior Design, Project Engineer, Architectural Design, Architecture, Sales Skills, Sales Target, Engineering Sales, Civil Engineering"
