Title,Company,Location,Type,Level,YearsExp,Country,Skills
Marketing Operation Manager,Confidential,Maadi,Full Time,Manager,4-6 Yrs of Exp,Cairo,"Strategy, Market Research, Pharmacy, Pharmaceutical, Physician, Physics, Medical, Social Media, relationship, Negotiation"
Fire Alarm Engineer - Saudi Arabia,Altayar recruitment,Riyadh,Full Time,Experienced,3+ Yrs of Exp,Saudi Arabia,"Fire Alarm, Maintenance, NEC, NFPA, OSHA, AutoCAD, CCTV, Security, Customer Service, Installation, Troubleshooting"
Administrative Executive - Nile Badrawi Hospital,Cleopatra Hospitals Group,Maadi,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Medical, Administration, Admin Work, Secretary, Office Management, MS Word, English, Arabic, Administration"
Follow Up Section Head,Nile Sugar,Wadi Alnatrun,Full Time,Manager,10+ Yrs of Exp,Beheira,"Sugar, Beet, Engineering, Follow Up, Operations, Operations/Management"
Operation Manager,Mr. Tailor,Maadi,Full Time,Manager,7+ Yrs of Exp,Cairo,"Administration, Retail, Operations, Planning, Administration, Operations/Management, Sales/Retail"
Business Development - Media Production,The Media,Cairo,Full Time,Experienced,2+ Yrs of Exp,Egypt,"Females Only, Sales Skills, Sales Target, English, Presentation Skills, Communication Skills, Microsoft Office, Business Development"
Senior Product Development Engineer,Delta Egypt For Lighting,Obour City,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Information Technology (IT), Computer Science, Software Development, Software Engineering, Industrial, Lighting, 2D, R&D/Science"
Sales Executive,The Lean,Giza,Full Time,Work From Home,5+ Yrs of Exp,Egypt,"Sales Skills, Sales Target, Customer Service, English, Customer Service/Support, Sales/Retail"
Projects Manager,Form,Maadi,Full Time,Manager,15-20 Yrs of Exp,Cairo,"Civil Engineering, Construction, Contracting, Engineering - Construction/Civil/Architecture, Project/Program Management"
Store Manager,Inca & Co,Zamalek,Full Time,Shift Based,1-3 Yrs of Exp,Cairo,"Retail, Communication Skills, Leadership, Customer Management, Store Management, Sales Skills, Business, Customer Service/Support"
Mechanical Engineer,Nama,New Damietta,Full Time,Entry Level,0-3 Yrs of Exp,Damietta,"Mechanical Engineering, Electrical Engineering, Maintenance, Communication Skills, Installation/Maintenance/Repair"
Account Manager,IKEN Technology,Maadi,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Customer Service, Sales Target, Account Management, English, Business Administration, Sales/Retail"
Trainer -Alexandria,Huawei Technologies Egypt,Alexandria,Full Time,Entry Level,1-2 Yrs of Exp,Egypt,"Communication Skills, Instructor, Sales, Trainer, Training/Instructor"
Graphic Designer,Selah ElTelmeez For publishing & printing,Obour City,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Graphic Design, Applied Arts, Fine Arts, Drawing, Paints, Painting, Adobe Photoshop, Adobe Illustrator, Computer Skills, English"
Rider Care Supervisor,Nana,Sheraton,Full Time,Manager,5+ Yrs of Exp,Cairo,"Logistics, Supply Chain, Management, English, Google Suit, Computer Skills, Microsoft Office, Gulf, Logistics/Supply Chain"
Web & Mob App Developer,SharpFocus Advertising,Mokattam,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Graphic Design, Web Design, HTML, Branding, Software Development, Web Development, Computer Science, Information Technology (IT)"
Marketing Specialist,Pyramid Glass Company,Bourj Alarab,Full Time,Experienced,2-5 Yrs of Exp,Alexandria,"E-marketing, Writing, Business Administration, Editing, Content, Communication, English, Marketing/PR/Advertising"
Senior .Net Software Engineer,DBS,New Cairo,Full Time,Experienced,5+ Yrs of Exp,Cairo,"Computer Science, Computer Engineering, ASP.NET, VB.Net, C#.Net, Microsoft SQL Server, Information Technology (IT), SharePoint, MVC"
Formwork Design Engineer,ACROW for Integrated Construction Services,Maadi,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Structural Analysis, Civil Engineering, AutoCad, SAP, SolidWorks, Microsoft Excel, Design, Formwork, Scaffolding"
Driving Instructor (Manual/Auto) - Giza & Maadi,Direxiona,Maadi,Part Time,Experienced,5+ Yrs of Exp,Cairo,"Females Only, Instructor, Training, Driving ID, Driving Licences, Car, Customer Service/Support, Other, Training/Instructor"
Head of Research & Development,Confidential,New Cairo,Full Time,Manager,7+ Yrs of Exp,Cairo,"English, Arabic, Review, Design, R&D, Business Consulting, Market Research, R&D/Science, Analyst/Research, Strategy/Consulting"
Admin Assistant,CREO,Maadi,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Administration, Secretary, Office Management, Microsoft Office, Real Estate, Administration"
Senior SharePoint Developer - Nintex,Flairstech,Maadi,Full Time,Experienced,5+ Yrs of Exp,Cairo,"SharePoint, Nintex, jQuery, AJAX, Software Development, Computer Science, Information Technology (IT), Computer Engineering, CSOM"
