Title,Company,Location,Type,Level,YearsExp,Country,Skills
Sales Representative - World Gym SODIC,Wellness World,6th of October,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Sales Skills, Sales Target, Customer Service, Healthcare, Gym, Sports, Leisure, English, Sales/Retail, Sports and Leisure"
Electrical Site Engineer,ASC for Construction and Engineering,Santah,Full Time,Experienced,4-7 Yrs of Exp,Gharbia,"AutoCAD, Electrical Power, Low Current Systems, Engineering - Mechanical/Electrical"
Design Engineer-Hurghada,Somabay,Hurghada,Full Time,Experienced,2-3 Yrs of Exp,Red Sea,"Architecture, Adobe Illustrator, Adobe Photoshop, Exterior Design, Interior, Sketchup, Lumion, Vray, Creative/Design/Art"
Executive Secretary,White Whale,10th of Ramadan City,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,"Administration, Secretary, Office Management, Microsoft Office, English, Administration"
Showroom Sales Assistant,Estabraq,Madinaty,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Showroom Sales, Retail Sales, Fashion, Customer Service, Customer Service/Support, Sales/Retail, Fashion"
English Instructors - Nasr city Branch,SYE English Community,Nasr City,Full Time,Part Time,1+ Yrs of Exp,Cairo,"1+ Yrs of Exp, 5 Vacancies, Education, English Teaching, Professional Teaching Certificate, Communication Skills, Instructing"
Civil Technical Office Engineer,Al Safa,Nasr City,Full Time,Experienced,8-12 Yrs of Exp,Cairo,"Site Safety, Site Engineering, English, Microsoft Office, Engineering - Construction/Civil/Architecture"
Graphic Designer - Cairo,Confidential,Maadi,Full Time,Experienced,4-6 Yrs of Exp,Cairo,"Adobe Photoshop, Adobe Illustrator, Fine Arts, English, DreamWeaver, Indesign, Creative/Design/Art"
Project Manager,CBRE GWS,Cairo,Full Time,Manager,5+ Yrs of Exp,Egypt,"Engineering, Construction, Leadership, Design, QHSE, Project/Program Management"
Junior Accountant,AluNile,Mohandessin,Full Time,Entry Level,0-1 Yrs of Exp,Giza,"Males Only, Finance, Accounting, Financial Analysis, Microsoft Office, Communication Skills, Commerce, Accountant, English, Banking"
Property Sales Team Leader,INSIDER,New Cairo,Full Time,Manager,4-7 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Property Sales, Computer Skills, Real Estate, Sales/Retail"
Usher - Merchandiser,EHG Group,New Cairo,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Marketing, Sales Skills, Sales Target, Merchandising, Marketing/PR/Advertising, Sales/Retail"
Digital Marketing Specialist - Alexandria,Confidential,Alexandria,Full Time,Part Time,3+ Yrs of Exp,Egypt,"3+ Yrs of Exp, E-marketing, Social Media, SEO, Digital Marketing, CSS, Marketing Campaign, Content Writing, Marketing Skills"
3D Max Graphic Designer,TACC Network,Heliopolis,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"AutoCAD, Adobe Photoshop, 3D, Advertising, Events, Lumion, Twinmotion, 3DsMax, Enscape, Lighting, CG Design"
Key Account Sales Supervisor,Electro,Cairo,Full Time,Manager,5-10 Yrs of Exp,Egypt,"Sales Skills, Customer Service, Business Administration, Communication Skills, Electrical Engineering, Customer Care, Microsoft Office"
Sales Executive,Future Group,Dokki,Full Time,Work From Home,1-2 Yrs of Exp,Giza,"3 Vacancies, Sales Skills, Sales Target, Customer Service, English, Communication, Call Center, Interpersonal Skills, Sales/Retail"
Sales Executive,Marketing house Agency,Giza,Full Time,Entry Level,1+ Yrs of Exp,Egypt,"Sales Skills, Sales Target, Customer Service, Microsoft Office, English, Sales/Retail"
CEO Personal Assistant,IFSM,Alexandria,Full Time,Experienced,2+ Yrs of Exp,Egypt,"Administration, Office Management, Microsoft Office, Administration"
Operations Manager ( Freight Forwarding...,Delta Express,Nasr City,Full Time,Manager,6-15 Yrs of Exp,Cairo,"Freight Forwarding, Supply Chain, Custom Clearance, English, Logistics/Supply Chain, Operations/Management"
Junior Site Engineer (Architect),Elgabaly Architects,Sheikh Zayed,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Architecture, AutoCAD, Design, Building Code, Zoning, Architectural Engineering, Microsoft Office, Site Engineering, Drawings"
Access To Finance Specialist (Egyptian Nationals...,JE Austin Associates,Cairo,Full Time,Experienced,7+ Yrs of Exp,Egypt,"Project Management, Business Analysis, English, Arabic, Agriculture Finance, Financial Institutions, Financial Services, Marketing"
Property Consultant,Two Tracks Real Estate Egypt,New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Real Estate, Customer Service, Customer Care, Customer Support, English, Property Sales, Sales/Retail"
Receptionist,سلسلة معامل حديثة بالقاهرة,Dokki,Full Time,Experienced,2+ Yrs of Exp,Giza,"Office Management, Microsoft Office, Administration"
Internal Auditor,Pharaonia Pharma,Bourj Alarab,Full Time,Experienced,2-3 Yrs of Exp,Alexandria,"Financial Analysis, COSO, English, Finance, Accounting, Manufacturing, MS Office, Accounting/Finance"
Senior Admin,Connect Homes,Heliopolis,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Administration, Real Estate, Microsoft Office, CRM, CIL, Maintenance, Sales Target, Sales Skills, Administration"
Sr. Mobile Software Developer (React Native),shop4build,Maadi,Full Time,Part Time,2-10 Yrs of Exp,Cairo,"2-10 Yrs of Exp, Information Technology (IT), Computer Science, React Native, javaScript, iOS, Android, Software Development, AWS"
Credit Analyst,Bayt El Khebra,Maadi,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Finance, Financial Analysis, Credit Analysis, Accounting, Business Administration, Accounting/Finance, Analyst/Research"
