Title,Company,Location,Type,Level,YearsExp,Country,Skills
Technical Office Engineer,Unimix Egypt for Readymix concrete,Cairo,Full Time,Entry Level,0-2 Yrs of Exp,Egypt,"Technical Office, Engineering, Computer Skills, Mechanical, SAP, Engineering - Mechanical/Electrical"
IT Sales Specialist,PIXEL,Haram,Full Time,Experienced,2+ Yrs of Exp,Giza,"Computer Science, Installation, IT, Selling, Sales Skills, Sales Target, IT/Software Development, Sales/Retail"
Video Editor,eelu,Dokki,Full Time,Experienced,3+ Yrs of Exp,Giza,"Video Editing, Adobe Photoshop, Adobe After Effects, Adobe Premiere, Graphic Design, Editing Software, Creative/Design/Art, Writing/Editorial"
Sales Executive - Real-Estate,One Gate Real Estate,Nasr City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Real Estate, Sales Target, Sales Skills, Property Consultant, Sales/Retail"
Technical Sales Engineer (Indoor),Smart Lighting,Sheraton,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Sales Skills, Engineering, English, Sales/Retail, Engineering - Other"
Cost Accountant,New Ega Electrical Industries,Quweisna,Full Time,Experienced,3+ Yrs of Exp,Monufya,"ERP, Manufactruing, Finance, Cost Accounting, FMCG, Accounting/Finance"
Sales Specialist,Pyramid Glass Company,Bourj Alarab,Full Time,Entry Level,1-5 Yrs of Exp,Alexandria,"Sales Skills, Marketing, Customer Service, Sales Target, Negotiation Skills, Business Administration, Customer Service/Support"
Call Center Agent - Real Estate,Tabarak Holding,New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Customer Service, Customer Care, Call Center, Real Estate, Communication Skills, English, Customer Service/Support, Sales/Retail"
Marketing & Business Development Manager,Confidential,Sheraton,Full Time,Manager,7-10 Yrs of Exp,Cairo,"Business Development, Business Management, Distribution, Sales Skills, English, Franchise, Social Media, Network, Commercial Performance"
Sales Agent,Lotus Finishing Materials,Nozha,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Customer Service, English, Communication, Customer Service/Support, Sales/Retail"
Site Engineer,Confidential,New Cairo,Full Time,Experienced,5-8 Yrs of Exp,Cairo,"Project Management, Real Estate, Site Engineering, 3D Max, Civil Engineering, 2D AutoCad, PMP, Architecture, Construction, Projects"
Telesales Representative,Golden Take,Mohandessin,Full Time,Entry Level,1-2 Yrs of Exp,Giza,"Females Only, Customer Service, Telesales, Microsoft Office, Communication, Sales Skills, English, Presentation Skills, Sales/Retail"
Online Customer Service Agent,Fourteen,Heliopolis,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Customer Support, Customer Care, Call Center, Customer Service/Support"
Call Center Representative,Artec Group,New Cairo,Full Time,Entry Level,0-3 Yrs of Exp,Cairo,"Males Only, Call Center, Customer Service, Customer Support, English, Customer Care, American Accent, Customer Service/Support"
Telesales Representative,Engosoft,Nasr City,Full Time,Entry Level,1-5 Yrs of Exp,Cairo,"Sales Skills, Telesales, Real Estate, Insurance, Communication Skills, English, Banking, Customer Service, Customer Service/Support"
SIS Implementation Engineer,classera.,Cairo,Full Time,Experienced,3-5 Yrs of Exp,Egypt,"SQL, Computer Science, Computer Engineering, HTML5, CSS, Kendo, Angular, jQuery, JavaScript, Web Development, ASP.NET, Quality"
Junior Full Stack Developer,Cashcall,Maadi,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,"Males Only, Startup, Information Technology (IT), Telecommunication, Computer Science, Full Stack, ITI, Java, Programming, React JS"
Store Keeper - Ismailia,EGIC,Ismailia,Full Time,Experienced,3-5 Yrs of Exp,Egypt,"Logistics, SAP, Inventory, Store Keeping, Logistics/Supply Chain"
Full-Stack Developer (Node.js /React.js /...,Sharee Coin,New Cairo,Full Time,Experienced,3+ Yrs of Exp,Cairo,"React.js, Software Development, CSS, javaScript, Git, Angular, RESTfulWebServices, SQL, Databases, TypeScript, HTML, Linux, SVN"
Sales Accountant - Sharqia,EGIC,Sharqia,Full Time,Entry Level,0-3 Yrs of Exp,Egypt,"Finance, Sales Accounting, Commerce, Budget, Reporting, Accounting/Finance"
Purchasing Manager,Sinai University,Katameya,Full Time,Manager,8-10 Yrs of Exp,Cairo,"Procurement, Logistics, Supply Chain, Hospitality, Educational, Microsoft Dynamics AX, ERP, Logistics/Supply Chain"
Admin Assistant - Internship,ARPUPLUS,Agouza,Internship,Entry Level,0-1 Yrs of Exp,Giza,"Secretary, Administration, Office Management, Microsoft Office, Customer Care, Customer Service, English, Administration"
.NET Developer - Internship,IKEN Technology,Maadi,Internship,Entry Level,0-1 Yrs of Exp,Cairo,"Computer Science, Information Technology (IT), Software Development, Programming, Algorithms, ASP.NET, Computer Engineering"
Customer Service Representative,Odiggo,Maadi,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Customer Service, Customer Support, Customer Care, Microsoft Office, E-Commerce, Google Sheets, CRM, Telesales, Cold Calling"
Senior Foreign Purchasing / MRP Specialist,Confidential,Giza,Full Time,Manager,10+ Yrs of Exp,Egypt,"Procurement, Machinery, Foreign Purchasing, Raw Materials, Spare Parts, Logistics, Supply Chain, MRP, CKD, Production Lines, Excel"
