Title,Company,Location,Type,Level,YearsExp,Country,Skills
Senior Mechanical Technical Office Engineer,Confidential,Heliopolis,Full Time,Experienced,10-12 Yrs of Exp,Cairo,"Mechanical Engineering, HVAC, Revit, Mechanical Technical Office, Microsoft Office, AutoCAD, IS, TO, English"
Sales Accounts Manager (Electrical Power...,UNI Power,6th of October,Full Time,Experienced,8+ Yrs of Exp,Giza,"Electrical Engineering, DCS, UPS, PV, Data Center, BMS, English, Sales Account Management, Sales Target, Sales/Retail"
Civil Technical Office Engineer,Better Home,New Cairo,Full Time,Experienced,7-10 Yrs of Exp,Cairo,"Civil Engineering, Architecture, Technical Office, AutoCAD, Microsoft Office, MS Office, Microsoft Excel, Microsoft PowerPoint"
D365 Technical Consultant,Ghassan Ahmed Alsulaiman for Electronic Services,Maadi,Full Time,Experienced,4-6 Yrs of Exp,Cairo,"SQL, MS Power Platform, LogicApps, CDS, MS Cloud Services, D365 Solution, Integration Design, Information Technology (IT), AX"
Costing & Budgeting Section Head,Confidential,Ataqah,Full Time,Manager,7-10 Yrs of Exp,Suez,"Accounting, Costing, Manufacturing, Financial Analysis, Financial Management, Commerce, Microsoft Office, English, Budgeting"
Mechanical Maintenance Engineer,Confidential,Sheraton,Full Time,Experienced,5-6 Yrs of Exp,Cairo,"Maintenance, Mechanical Engineering, Technical, Installation/Maintenance/Repair, Engineering - Mechanical/Electrical"
Sales Specialist - Freight Forwarding,Pro Grow,Nasr City,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Males Preferred, Freight Forwarding, Freight Sales, Sales Skills, Customer Support, Shipping, Customer Service/Support, Sales/Retail"
HR Generalist (Fashion Retail),Confidential,New Nozha,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Personnel, Microsoft Office, Recruitment, Fashion, Retail, Hiring, Human Resources"
Executive Secretary,Confidential,Mohandessin,Full Time,Experienced,2-5 Yrs of Exp,Giza,"Administration, Microsoft Office, Office Management, English, Arabic, Computer Skills, Reception, Administration"
QC Civil Engineer - East Of Al-Owainat Site,ENBLOM,New Cairo,Full Time,Experienced,5+ Yrs of Exp,Cairo,"HV, HSE, OSHA, Quality Control, Civil Engineering, Power Substation, HV Transmission, Engineering - Construction/Civil/Architecture, Quality"
Digital Marketing Manager,git-zone,Cairo,Full Time,Manager,5-7 Yrs of Exp,Egypt,"Social Media, B2B Sales, MBA, Operations/Management, Marketing/PR/Advertising, Media/Journalism/Publishing"
Site Engineer,Design plus,Cairo,Full Time,Experienced,4-6 Yrs of Exp,Egypt,"Site Construction, Civil Engineering, Design, Engineering - Construction/Civil/Architecture"
Motion Graphics Video Editor - Alexandria,OVEQ,Glim,Full Time,Entry Level,1-3 Yrs of Exp,Alexandria,"Video Editing, Motion Graphics, Creative, Graphic Design, Final Cut, Design Tools, Animation Tools, Adobe Illustrator, Storyline"
Customer Care Executive,Equity Developments,New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Customer Service, Real Estate, Customer Care, Customer Support, English, Customer Service/Support"
B2B Sales Executive,Naql Masr,Obour City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Logistics, Supply Chain, Sales Skills, Sales Target, B2B, Business Development, Sales/Retail"
Sales Representative - Software Solutions,Confidential,New Cairo,Full Time,Entry Level,1-5 Yrs of Exp,Cairo,"Information Technology (IT), Sales Skills, IT Sales, Online Sales, Indoor Sales, Corporate Sales, Software Products, Leads, English"
Pharmacist - Heliopolis (Afternoon Shift),Zikry-Pharmacies,Heliopolis,Full Time,Entry Level,1-5 Yrs of Exp,Cairo,"Pharmacy, Pharmacist Shift Management, Medical Information, Pharmaceutical Sciences, OTC, English, Pharmaceutical"
Social Media Specialist,Universities of Canada in Egypt,New Capital,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Media Buying, Photography, Software, Social Media Platforms, IT, Skills, E-marketing, Marketing/PR/Advertising"
IT Help Desk Agent - Sharqia,Orientals for Urban Development,10th of Ramadan City,Full Time,Experienced,2-6 Yrs of Exp,Sharqia,"Information Technology (IT), Technical Support, Cloud Computing, Firewalls, CCTV Systems, Computer Science, Installation, Help Desk"
