Title,Company,Location,Type,Level,YearsExp,Country,Skills
Art Director - Alexandria,Stylish Eve,Alexandria,Full Time,Manager,8+ Yrs of Exp,Egypt,"Art Directing, Art Management, Graphic Design, Adobe Creative Suite, Design Software, Web Development, Video Production, Photography"
Junior iOS Developer,Confidential,Maadi,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Git, Computer Science, Information Technology (IT), Software Development, iOS Development, Computer Engineering, React Native, GraphQL"
OD Specialist,Premium Card,Dokki,Full Time,Experienced,2-4 Yrs of Exp,Giza,"Human Resources (HR), HR, Organizational Development, Business Administration, Human Resources"
Back End Engineer - Infrastructure,Dapi,New Cairo,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Information Technology (IT), Computer Science, Software Development, Software Engineering, SQL, Agile, Java, Docker, C#, Back End"
Call Center Supervisor (Voice-Non Voice),Confidential,Maadi,Full Time,Manager,1-3 Yrs of Exp,Cairo,"Customer Care, Customer Support, Communication Skills, Computer Skills, Microsoft Office, Microsoft Excel, Operations"
مسؤول إدارة المستفيدين,Mishkat Nour,Nasr City,Full Time,Experienced,3-6 Yrs of Exp,Cairo,"Management, Data, Analysis, Administration"
Marketing & Demand Generation Manager,Alnafitha,Zamalek,Full Time,Manager,5-8 Yrs of Exp,Cairo,"Lead Generation, Inbound Marketing, Leadership, CRM, IT, Communication Skills, English, Social Media, Business Development"
Marketing Specialist,BCS,Cairo,Full Time,Experienced,3+ Yrs of Exp,Egypt,"E-marketing, SEO, Online Marketing, Communications, English, New Media, Public Relations, Business, Marketing/PR/Advertising"
GL Accountant,Cairoscan,Mohandessin,Full Time,Experienced,2-5 Yrs of Exp,Giza,"Microsoft Office, Microsoft Excel, Finance, Commerce, Financial Management, Financial Analysis, Computer Skills, GL, General Ledger"
Senior WordPress Developer,Expand Cart,6th of October,Full Time,Experienced,5-7 Yrs of Exp,Giza,"Computer Science, PHP, WordPress, javaScript, HTML5, Web Development, CSS3, CMS, APIs, IT/Software Development"
Customer Support Representative,Centro Global Solutions,Maadi,Full Time,Work From Home,0-1 Yrs of Exp,Cairo,"10 Vacancies, Customer Service, Customer Care, Customer Support, Call Center, Computer Skills, English, Customer Service/Support"
Sales Executive- Advertising (Fresh Graduate),AlAlamia International,Mokattam,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Sales Skills, Advertising, Marketing, Communication, AUC, BUE, GUC, Management, English, Marketing/PR/Advertising, Sales/Retail"
MIS Specialist - Saudi Arabia,Confidential,Riyadh,Full Time,Experienced,2-10 Yrs of Exp,Saudi Arabia,"Computer Science, Information Technology (IT), MIS, CCNA, Engineering, Software, Hardware, Administration, IT/Software Development"
Sales Account Manager,E-Cards,Smart Village,Full Time,Experienced,5+ Yrs of Exp,Giza,"Fintech, Cards, Business Development, Sales Skills, Financial, Selling, Customer Service, Business Development, Sales/Retail"
Microsoft .NET Developer,EL Mohandess Press,10th of Ramadan City,Full Time,Experienced,4-8 Yrs of Exp,Sharqia,"C#, Microsoft SQL Server, Information Technology (IT), Software Development, Computer Science, Programming, C++, Python, MS SQL"
Security/Penetration Tester,Caelum Middle East,Dokki,Full Time,Experienced,2-4 Yrs of Exp,Giza,"Application Security, Application Architecture, Communication Protocols, IT/Software Development, Quality"
Senior Classes Administrator - Nasr City branch,SYE English Community,Nasr City,Full Time,Shift Based,2-4 Yrs of Exp,Cairo,"2 Vacancies, Customer Service, Receptionist, Customer Care, Customer Support, Administration, Microsoft Office, Office Management"
Call Center Representative,Allianz,Dokki,Full Time,Entry Level,0-2 Yrs of Exp,Giza,"Customer Service, Customer Support, Call Center, Customer Care, Entry Level, Customer Service/Support"
Key Accounts Sales Admin,Talabat,Maadi,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Marketing Campaigns, Customer Service, Customer Care, Account Managment, Customer Relations, English"
UC Senior Collaboration Engineer,Confidential,Cairo,Full Time,Experienced,5-8 Yrs of Exp,Egypt,"Computer Science, Computer Engineering, Cisco, CCNP, Installation, Troubleshooting, Collaboration Engineer, UC"
Real Estate Brokerage Sales Agent - Freelance...,Hey House,Cairo,Freelance / Project,Entry Level,1+ Yrs of Exp,Egypt,"Sales Skills, Real Estate Sales, Sales Target, Sales/Retail"
Sales Account Manager,SilverLinks,New Cairo,Full Time,Experienced,4+ Yrs of Exp,Cairo,"Sales Skills, Sales Target, Information Technology (IT), Computer Science, Telecommunication, Telecom Engineering, Business Administration"
