Title,Company,Location,Type,Level,YearsExp,Country,Skills
Cost Accountant,Chema Foam,10th of Ramadan City,Full Time,Experienced,3-5 Yrs of Exp,Sharqia,"Financial Analysis, Cost Accounting, Data Analysis, Commerce, Management, Accounting/Finance"
Fleet Sourcing Specialist,Confidential,Maadi,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Males Preferred, Trucking, Logistics, Supply Chain, Fleet Management, Bulk cargo, Bulk Vessel Shipping, Logistics/Supply Chain"
Facility Management Supervisor,Confidential,Katameya,Full Time,Manager,3-7 Yrs of Exp,Cairo,"Administration, Maintenance, Housekeeping, Facilities Management, Electrical Engineering, Mechanical Engineering, Administration"
Technical Consultant,Ultimate Solutions Egypt,6th of October,Full Time,Entry Level,0-2 Yrs of Exp,Giza,"Software, banking, technical support, Java, C++, Programming, Computer Science, Information Technology (IT), Oracle, XML, IT"
Store Manager,Jollyland,Cairo,Full Time,Manager,3+ Yrs of Exp,Egypt,"Retail, Store Management, Sales Skills, Fashion, Customer Service, Store Manager, Business, Customer Service/Support, Sales/Retail"
Sales Account Manager (Training Field),"Bloom Business School, BBS",Maadi,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Sales Skills, Sales Target, Tarining Services, Customer Service, Customer Care, Customer Support, Training, Sales Account Manager"
IT & ERP System Manager,Confidential,khanka,Full Time,Manager,3+ Yrs of Exp,Qalubia,"Computer Science, Software, Hardware, Computer Engineering, System Administration, Project Management, English, Oracle"
Media Buyer,Alba Pharma,Nasr City,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Social Media, Media Buying, Campaign, Advertising, AdWords, SEO, Instagram, Twitter, Youtube, Google Analytics, Google Ads"
Senior DevOps Engineer,DIRAC SYSTEMS,Heliopolis,Full Time,Experienced,5-10 Yrs of Exp,Cairo,"Istio, ELK stack, Grafana, Logstash, Kibana, kubernetes, JenkinsX, Ansible, Alfresco, Spring Cloud, Docker, DevOps, API"
Promotion & Sales Representative,Selah ElTelmeez For publishing & printing,Cairo,Full Time,Entry Level,0-2 Yrs of Exp,Egypt,"Sales, Marketing, Customer Service, Promotions, Support, Advertising, Customer Service/Support, Sales/Retail"
Executive Director,Confidential,Nasr City,Full Time,Senior Management,5+ Yrs of Exp,Cairo,"Operations, Business Development, Managing Director, Administration, Executive Director, Leadership, Administration"
Customer Retention Specialist,Confidential,Maadi,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Customer Service, Sales, Quality, Customer Service/Support, Quality"
Business Development Specialist,MTS Logistics,Cairo,Full Time,Experienced,2+ Yrs of Exp,Egypt,"Sales Skills, Logistics, Sales Target, Arabic, English, Fright Forwarding, MS Office, Business Development, Sales/Retail"
Key Accounts Supervisor,Dreem Mashreq Foods,6th of October,Full Time,Experienced,5-7 Yrs of Exp,Giza,"Computer Skills, Sales Target, Sales Skills, Customer Care, Customer Service, Customer Support, B2C, English, MS Office, FMCG"
Medical Representative - Alexandria,Infomine Market Research,Alexandria,Full Time,Entry Level,null Yrs of Exp,Egypt,"Science, Dentistry, Sales Skills, Sales Target, Medical Sales, Healthcare, Medical/Healthcare, Sales/Retail, Pharmaceutical"
Plastic Engineer,ATA Electronics,Giza,Full Time,Experienced,5+ Yrs of Exp,Egypt,"Production, Plastic Engineering, Manufacturing, Manufacturing/Production, Engineering - Other"
Storekeeper,Pharmaceutical Egyptian Association,Heliopolis,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Logistics, Storekeeping, Data Entry, Supply Chain, Warehouse, Inventory Control, Bookkeeping, Recordkeeping, Logistics/Supply Chain"
