Title,Company,Location,Type,Level,YearsExp,Country,Skills
Mechanical Engineer,Otrac,Salam City,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Mechanical Engineering, Maintenance, Installation/Maintenance/Repair, Engineering - Mechanical/Electrical"
Senior Marketer,E3mel Business for Financial & Managerial Consultancy,Maadi,Full Time,Experienced,6-8 Yrs of Exp,Cairo,"E-marketing, Digital Marketing, Writing, Communication, Creative, Planning, Market Research, English, Marketing/PR/Advertising"
Senior Business Development Specialist,Cultark,Heliopolis,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Marketing, Management, Partnerships, Digital, Deals, Industry, Performance, Sales/Retail"
Service Manager,Quantum Automatic Systems,Heliopolis,Full Time,Manager,10+ Yrs of Exp,Cairo,"Engineering, Customer Care, Customer Support, English, Communication, Management, ERP, Computer Skills, Customer Service/Support"
Medical Family Planning Technical Training...,John Snow InC,Minya,Freelance / Project,Senior Management,15-20 Yrs of Exp,Egypt,"Medical, Training, Family Palnning, Contraceptives, MoHP, Medical/Healthcare, Training/Instructor"
Sales & CS Manager,Confidential,Cairo,Full Time,Manager,10+ Yrs of Exp,Egypt,"Customer Service, Customer Care, Logistics, Supply Chain, Business Development, Courier, English, Customer Service/Support"
CEO Office Manager,Black Ball Sporting Club,New Cairo,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Office Management, Administration, Administration, Operations/Management, C-Level Executive/GM/Director"
Senior General Accountant,AL-FIKRY HOLDING,Sheikh Zayed,Full Time,Experienced,5-8 Yrs of Exp,Giza,"Accounting, Financial Analysis, English, Computer Skills, Microsoft Office, Financial Management, Accounting/Finance"
Blogger / Content Writer (Internship),Businessita Women Empowerment,Cairo,Internship,Student,0-1 Yrs of Exp,Egypt,"Editing, Writing Skills, Media, Content Writing, Content Development, Arabic, English, Blogging, Writing/Editorial"
Purchasing Specialist,PICO,Zamalek,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Purchasing, Supply Chain, Business Administration, Logistics, English, Commerce, ERB, Logistics/Supply Chain, Purchasing/Procurement"
Purchasing Engineer,Biobusiness,Haram,Full Time,Experienced,4-5 Yrs of Exp,Giza,"Purchasing, Supply Chain, ERP, Communication Skills, English, Electrical Engineering, Logistics, Logistics/Supply Chain"
Live Operations Specialist,Filkhedma,New Cairo,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Delivery, Logistics, Customer Service, Operations/Management"
Senior Legal Advisor,KUWADICO,6th of October,Full Time,Experienced,7-10 Yrs of Exp,Giza,"Contracts, Real Estate, English, CRM, Legal"
Senior Property Consultant,Infinity Business Solutions,New Cairo,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Sales Skills, Real Estate, Sales Target, Brokerage, Communication Skills, Negotiation, Primary, Resale, Sales/Retail"
Pharmacist,ELTOUKHY PHARMACIES,New Cairo,Part Time,Shift Based,2-3 Yrs of Exp,Cairo,"4 Vacancies, Pharmaceutical, Pharmacy, Medical, Sales Skills, Sales Target, English, Sales/Retail, Pharmaceutical"
Marketing Manager,Kandil Egypt,Heliopolis,Full Time,Manager,5+ Yrs of Exp,Cairo,"Digital Marketing, Online Marketing, Business, Marketing Strategy, Social Media, Content, Home Interior, Marketing/PR/Advertising"
HR Intern,GEMS Education,New Cairo,Internship,Entry Level,null Yrs of Exp,Cairo,"Human Resources (HR), HR, Recruitment, Personnel, English, Human Resources"
