Title,Company,Location,Type,Level,YearsExp,Country,Skills
Sales & Marketing Specialist,Unival,Sheraton,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Marketing/PR/Advertising, Sales/Retail"
Sales & Technical Support Engineer - (Plastic),Egyptian Packaging and Plastic Systems Corp,Manial,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Science, Chemistry, Mechanical Engineering, English, Technical Support, Plastic, Arabic, Heavy Equipment, Sales/Retail"
Product Development Specialist,Easy Cash,Heliopolis,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"English, Arabic, Analysis, Branding, Marketing/PR/Advertising, Sales/Retail"
Microbiology Specialist,Hi Pharm,Cairo,Full Time,Entry Level,1-2 Yrs of Exp,Egypt,"Pharmacy, Pharmaceutial, Microbiology, Testing, Laboratory, Quality, Pharmaceutical, R&D/Science, Pharmaceutical"
HR Generalist,"Utilco for Engineering, Contracting & Supplies",Maadi,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Human Resources (HR), Recruitment, Personnel, HR, Microsoft Office, English, Business Administration, Communication Skills, HR Diploma"
Draftman,AluNile,Mohandessin,Full Time,Entry Level,1-2 Yrs of Exp,Giza,"AutoCAD, Revit, Engineering, Architecture, Auto CAD, Creative/Design/Art"
Software Developer - Experienced,HITS Technologies,Nasr City,Full Time,Experienced,3-6 Yrs of Exp,Cairo,"Information Technology (IT), Computer Science, Computer Engineering, Integration, Software Development, Software Engineering, JSON"
Operational Team Leader- French Speaker...,Majorel Egypt,Alexandria,Full Time,Manager,1-3 Yrs of Exp,Egypt,"Operations, Team Leader, Management, MS Office, Leadership Skills, Customer Service, French, Customer Support, Customer Service/Support"
Dynamics CRM Technical Lead,Xceed,Maadi,Full Time,Work From Home,10+ Yrs of Exp,Cairo,"Information Technology (IT), Computer Science, IT, Configuring, Computer Software, English, Customer Support, CRM, C#, SQL, SSRS"
Digital Marketing Specialist - Alexandria,Morse Coed,Bolkly,Full Time,Experienced,2+ Yrs of Exp,Alexandria,"Arabic, Digital Marketing, Digital Media, Content, Writing, Social Media, E-marketing, Writing/Editorial, Marketing/PR/Advertising"
Asterisk SIP Consultant,ARPUPLUS,Agouza,Freelance / Project,Entry Level,1+ Yrs of Exp,Giza,"Information Technology IT, Linux, Asterisk, Troubleshooting, VOIP, Installation/Maintenance/Repair, IT/Software Development"
Payable Senior Accountant,Nile Air,Sheraton,Full Time,Experienced,5-7 Yrs of Exp,Cairo,"Accounts Payable, Tax, SAP, Financial Analysis, English, Computer Skills, MS Office, Accounting Software, Accountant, Auditing"
Admin Assistant,Abdelkader Clinic,Sheikh Zayed,Full Time,Experienced,3+ Yrs of Exp,Giza,"Customer Service, Customer Care, Customer Support, Office Management, Secretary, Microsoft Office, Medical, Clinic Management"
QC Software Testing Team Lead - Mansoura,Confidential,Mansoura,Full Time,Manager,4+ Yrs of Exp,Dakahlia,"Quality Control, QC, Computer Science, Information Technology (IT), Software Development, Agile, Communication Skills, Quality"
Receptionist,Life Farm,Nasr City,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Human Resources, Administration, Front Office, Customer Service, Customer Care, Reception Desk, Office Management, Receptionist"
Production Manager,Confidential,Maadi,Full Time,Manager,10+ Yrs of Exp,Cairo,"Furniture, Interior Design, Engineering, Production, Creative/Design/Art, Manufacturing/Production"
HR Generalist,New Egypt Gold,Heliopolis,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Recruitment, Personnel, Human Resources (HR), Payroll, English, Microsoft Office, Microsoft Excel, Human Resources"
Animator,Cultark,Heliopolis,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Adobe Photoshop, Design, Adobe Illustrator, After Effects, Premiere, Software, Adobe Creative Cloud, Creative/Design/Art"
Secretary/ Receptionist,Imatec company,Downtown,Full Time,Experienced,10+ Yrs of Exp,Cairo,"Administration, Secretary, Office Management, Microsoft Office, Administration"
Sales Representative - Saudi Arabia,Altayar recruitment,Riyadh,Full Time,Entry Level,1-2 Yrs of Exp,Saudi Arabia,"Sales Skills, Sales Target, Business Development, Business Development, Sales/Retail"
Sales Admin (Real Estate),Deyar Masr,New Cairo,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Real Estate, CRM, Customer Service, English, MS Office, Property, Sales Support, Sales Administration, Administration"
Content Writer,Axielink,Mohandessin,Full Time,Experienced,2-5 Yrs of Exp,Giza,"Social Media, Content Writing, Editing, Writing/Editorial, Media/Journalism/Publishing"
Accountants - Fresh Graduates,Confidential,Cairo,Full Time,Entry Level,1+ Yrs of Exp,Egypt,"Cost Control, Accounting, Finance, Bank Compliance, Administration, Logistics, Banking Transactions, Financial Information, English"
Agency Development Manager,Happy band media,Cairo,Full Time,Manager,3-5 Yrs of Exp,Egypt,"Business Development, Social Media, Marketing, Mandarin, Sales Skills, Business Development, Marketing/PR/Advertising, Sales/Retail"
