Title,Company,Location,Type,Level,YearsExp,Country,Skills
Graphic Designer,AlQemam For Programming,Mansoura,Full Time,Experienced,2+ Yrs of Exp,Dakahlia,"Graphic Design, Social Media, Advertising, Creative/Design/Art, Marketing/PR/Advertising"
General Accountant,Confidential,6th of October,Full Time,Experienced,4-10 Yrs of Exp,Giza,"Financial Analysis, Financial Management, Computer Skills, English, Accounting Software, SAP, MS Office, MS, Commerce, Budgeting"
Office Manager,Mega Pharma,Alexandria,Full Time,Experienced,2-4 Yrs of Exp,Egypt,"Office Administration, Management Skills, Office Management, Secretary, English, Communication Skills, Medical, Administration"
Business Coordinator,FloraDoor,Nasr City,Full Time,Entry Level,0-3 Yrs of Exp,Cairo,"English, Communication Skills, Business Administration, Flowers, Coordinator, Customer Service, Customer Care, Customer Support"
Pharma Tele-Sales Representative,World Business Fitness,Cairo,Full Time,Experienced,3-4 Yrs of Exp,Egypt,"Customer Support, Sales Skills, Sales Target, Pharmaceutical, Sales/Retail, Pharmaceutical"
Branch Manager,MWG,Sidi Gaber,Full Time,Manager,2+ Yrs of Exp,Alexandria,"Branch Management, Sales Skills, Customer Care, English, Customer Service/Support, Operations/Management, Sales/Retail"
Senior Marketing Specialist,Helm Organization,Maadi,Full Time,Experienced,5+ Yrs of Exp,Cairo,"Social Media, E-marketing, Communication, Marketing/PR/Advertising, Media/Journalism/Publishing"
Senior Media Buyer,Otlob Tabib,Dokki,Full Time,Experienced,5+ Yrs of Exp,Giza,"Google Analytics, Campaigns, Planning, Digital Media, Sales Skills, Marketing, Development, Social Media, Marketing/PR/Advertising"
Legal Officer,SE Wiring Systems EGYPT,6th of October,Full Time,Experienced,2+ Yrs of Exp,Giza,"Computer Skills, Microsoft Office, Microsoft Excel, Communication Skills, Labor Law, Administration, English, MS Office, Writing, Legal"
Microsoft Full Stack Developer,Advansys ESC,Nasr City,Full Time,Experienced,2-4 Yrs of Exp,Cairo,".NET, Angular, Information Technology (IT), Software Development, CSS, Computer Science, javaScript, Front-End, MongoDB, MySQL"
German Teacher - GB Foundation,Ghabbour Auto,6th of October,Full Time,Entry Level,1+ Yrs of Exp,Giza,"Education, MS Office, Computer Skills, Education/Teaching"
Senior Financial Controller - Alexandria,Prometeon Pirelli Tyres ( Ex-Pirelli ),Ameria,Full Time,Experienced,4-8 Yrs of Exp,Alexandria,"SAP, Finance, Accounting, Financial Analysis, Cost Control, CMA, Commerce, Financial Management, Accounting/Finance"
Bentley Automotive Sales Executive,MTI Automotive,Heliopolis,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Sales Skills, Customer Service, Customer Care, Automotive Sales, Sales Target, English, Sales/Retail"
Safety& Health (HSE) Internship - Alexandria,Prometeon Pirelli Tyres ( Ex-Pirelli ),Ameria,Internship,Entry Level,0-1 Yrs of Exp,Alexandria,"Health & Safety, Quality Control, Quality Assurance, Science, Chemistry, Environment, Agriculture, R&D/Science, Quality"
Machine Learning Engineer,Flairstech,Maadi,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Computer Science, Information Technology (IT), PyTorch, Keras, Java, Python, Robust, Mathematics, Computer Engineering"
Back Office Specialist,SYE English Community,Dokki,Full Time,Entry Level,1-2 Yrs of Exp,Giza,"Females Preferred, Social Media, Typing, Online Marketing, E-marketing, Sales, Administration, Customer Service/Support"
Senior Accountant (Banks & Cash),Transmar International,New Cairo,Full Time,Work From Home,3-5 Yrs of Exp,Cairo,"MS Excel, Accounting, Finance, Financial Analysis, Banking, Accounts Payable, Accounts Receivable, Accounting/Finance"
"Sales Manager - Mienta, Home Electric Appliances",Bouri Group,New Cairo,Full Time,Manager,15-20 Yrs of Exp,Cairo,"Sales Skills, Negotiation Skills, Customer Service, Management, Microsoft Office, English, Communication, Leadership, Sales/Retail"
Production Engineer - Alexandria,Advanced Chemical Industries,Bourj Alarab,Full Time,Experienced,3+ Yrs of Exp,Alexandria,Manufacturing/Production
Quality Manager,Tres Bon,New Cairo,Full Time,Manager,4-5 Yrs of Exp,Cairo,"Quality Assurance, Leadership, Quality Control Procedures, Communication Skills, MS Office, Quality"
Import & Export Specialist,Maxim Foods,New Cairo,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Import, Export, Supply Chain, Logistics, Shipments, Logistics/Supply Chain"
Mechanical Engineer For Swimming Pool & Water...,Light and Water Art,6th of October,Full Time,Experienced,4-7 Yrs of Exp,Giza,"AutoCAD, Mechanical Engineering, Fountains, Design, Swimming Pools, Creative/Design/Art, Installation/Maintenance/Repair"
Senior Marketing Executive - B2B,Innovito,Heliopolis,Full Time,Experienced,3-6 Yrs of Exp,Cairo,"Market Research, English, Arabic, Digital Marketing, Social Media, E-marketing, Business Development, Marketing/PR/Advertising"
Accountant - Furniture Manufacturing,Wood shed egypt,6th of October,Full Time,Experienced,7-10 Yrs of Exp,Giza,"Finance, Microsoft Office, Accounting/Finance"
Retail Sales Representative,Confidential,Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Retail, Sales Skills, Sales Target, Sales/Retail"
