Title,Company,Location,Type,Level,YearsExp,Country,Skills
Software Sales Account Manager - Internship,AFKAR Technology,New Cairo,Internship,Entry Level,null Yrs of Exp,Cairo,"Sales Target, Communication Skills, English, Sales Skills, Computer Science, SWE, IT/Software Development, Sales/Retail"
Talent Acquisition Specialist,Odiggo,Maadi,Full Time,Entry Level,1-5 Yrs of Exp,Cairo,"Human Resources (HR), HR, HR Certificate, English, Personnel, HRMS, ATS, Word, Excel, Labor Law, Talent Acquisition, Hiring"
Telemarketing Agent- UK Account For NATIVE LEVEL...,Easy Projects Egypt,Nasr City,Work From Home,Entry Level,1-4 Yrs of Exp,Cairo,"Telesales, English, Sales Skills, Sales Target, Call Center, Customer Care, Customer Support, Customer Service, Sales/Retail"
Senior Accountant,Confidential,Sheikh Zayed,Full Time,Experienced,8-10 Yrs of Exp,Giza,"Accounting, Finance, Financial Analysis, Financial Management, Computer Skills, English, Banking, ERP System, Export"
Business Development Supervisor,Nahdet Misr Publishing Group,Mohandessin,Full Time,Experienced,4-6 Yrs of Exp,Giza,"Business Administration, Sales Target, CRM, Business Development, Sales/Retail"
General Accountant,Confidential,Cairo,Full Time,Experienced,3-5 Yrs of Exp,Egypt,"Commerce, ERP, GL, Financial Analysis, Finance, Financial Management, Accounting/Finance"
Telesales Agent,Pull & Coach,Garden City,Full Time,Entry Level,1-4 Yrs of Exp,Cairo,"Customer Service, Sales Skills, Telesales, English, Customer Care, Customer Support, Customer Service/Support, Sales/Retail"
Senior .Net Full Stack Developer (Angular - .NET...,Confidential,Cairo,Full Time,Experienced,3-5 Yrs of Exp,Egypt,"Full Stack, Software Development, Computer Science, Information Technology (IT), Software Engineering, Computer Engineering, ADO.NET"
Commercial Executive (Anti-piracy SaaS) - Zamalek,Digisay,Zamalek,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Online Media, Online Marketing, Business Development, English, Arabic, SaaS, CRM, Salesforce, PipeDrive, Business Administration"
Account Manager,Creative Motion,Maadi,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Sales Skills, Marketing, Communication, Negotiation, Business, English, Customer Service/Support, Sales/Retail"
QC Engineer Resource,eVision,New Cairo,Full Time,Work From Home,1-2 Yrs of Exp,Cairo,"Computer Science, Information Technology, Telecom Engineering, ISTQB, JIRA, java, Testing, Automation Scripts"
Project Manager,Jazeera Paints,10th of Ramadan City,Full Time,Experienced,4-6 Yrs of Exp,Cairo,"Construction, Projects, Project Manager, PMP, Engineering - Construction/Civil/Architecture, Project/Program Management"
Mechanical Design Engineer,SF Egypt,6th of October,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Mechanical Engineering, Manufacturing, Technical, SolidWorks, Production, CSWP, Customer Support, English, Design, Computer Skills"
Mechanical Engineering Instructor - Cairo,Engosoft,Nasr City,Full Time,Experienced,3-6 Yrs of Exp,Cairo,"Males Only, Revit, Elite, HAP, Mechanical instructor, Sales Skills, Mechanical Engineering, HVAC, Design, Power"
Senior RESALE Property Consultant,global building,New Cairo,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Real Estate, Indoor Sales, Sales Skills, Property Sales, Brokerage, Outdoor Sales, Sales Target, Sales/Retail"
Graphic Designer,Geeks Valley,Cairo,Work From Home,Experienced,5-10 Yrs of Exp,Egypt,"Adobe Photoshop, Adobe Illustrator, Adobe Indesign, Adobe After Effects, Fantasia, Creative/Design/Art"
Customer Service Agent,Scoop Production,Haram,Full Time,Entry Level,1-4 Yrs of Exp,Giza,"Customer Support, Customer Service, Customer Care, Call Center, Negotiation, English, Communication, Customer Service/Support"
Tax Accountant,Alexandria Trading and Engineering Bureau,Sidi Gaber,Full Time,Experienced,4-6 Yrs of Exp,Alexandria,"Financial Analysis, Finance, Taxes, Accounting/Finance, Logistics/Supply Chain"
Mobile Developer (Android),Nejmo,Maadi,Full Time,Experienced,3-4 Yrs of Exp,Cairo,"Computer Science, Software Development, Android Development, Engineering, RESTful, Mobile Application, Design"
Call Center Agent,Engineering Group,New Cairo,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Customer Care, Customer Support, Call Center, Elevators, Sales Skills, Communication Skills, Customer Service/Support"
IT Help Desk Supervisor,Confidential,Dokki,Full Time,Manager,3-5 Yrs of Exp,Giza,"Help Desk, Information Technology (IT), Telecom, Engineering, Installation, Office Automation, Troubleshooting"
