Title,Company,Location,Type,Level,YearsExp,Country,Skills
Accountant,Confidential,10th of Ramadan City,Full Time,Experienced,3-5 Yrs of Exp,Sharqia,"Manufacturing, Commerce, Financial Analysis, Finance, Accounting/Finance"
Medical Family Planning Technical Training...,John Snow InC,Alexandria,Freelance / Project,Senior Management,15-20 Yrs of Exp,Egypt,"Medical, Training, Family Palnning, Contraceptives, MoHP, Medical/Healthcare, Training/Instructor"
Auditor - مراجع حسابات,Confidential,Cairo,Full Time,Experienced,2-3 Yrs of Exp,Egypt,"Auditing, Accounting, Financial Analysis, Finance, English, Auditor, IFRS, ISA, Accounting/Finance"
Sales Promoter,Egytrend,Sheraton,Full Time,Entry Level,1-5 Yrs of Exp,Cairo,"Males Only, Sales Skills, Customer Support, Sales Target, English, Electronics, Sales/Retail"
Project Engineer,Andalusia Group,Maadi,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Petrol, Mechanical Engineering, Project Management, Mechanical Production, Planning, Oil & Gas, Electrical, Project/Program Management"
Senior Dealer,Allianz,New Cairo,Full Time,Experienced,3-6 Yrs of Exp,Cairo,"Trader, Insurance, Analysis, Research, Business Development, Finance, Economics, Accounting/Finance, Analyst/Research"
Sales Representative - Insurance Company,Met Life Egypt,Nasr City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Insurance, Communication, Customer Service, Selling, Sales Skills, Negotiation Skills, Sales Target, English, Sales/Retail"
Cost Controller,Sima Food Industries,Cairo,Full Time,Experienced,3+ Yrs of Exp,Egypt,"CPA, Accounting, Taxation, Finance, Tax Analyst, Microsoft Excel, Tax Reporting, Tax Reports, Cost Control Accountant, MS Office"
Sales Representative,Inca & Co,New Cairo,Full Time,Shift Based,0-2 Yrs of Exp,Cairo,"2 Vacancies, Customer Service, Sales Skills, Communication, Product, Customer Complaints, Customer Service/Support, Sales/Retail"
Senior Business Development Executive,Mongez,New Cairo,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Sales Skills, Sales Target, English, Agile, Communication, Negotiation Skills, BD, Deal Architect, Deals, Presentation"
Operations Coordinator,3D Diagnostix,Maadi,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,"Healthcare, Medical, Production, Operations, Agriculture, Science, Engineering, Nutrition, Operations/Management"
Medical Sales Representative,Digizilla,Nasr City,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Direct Sales, Sales Target, Sales Skills, Business Administration, Commerce, Medical/Healthcare, Sales/Retail"
Corporate Attorney,korAddiction Sports Development & Entertainment,Maadi,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Legal, Attorney’s License, English, Corporate Law, Contract Law, Licensing, Accounting, Intellectual Property Rights, Legal"
Quality Control Manager,Confidential,Belbes,Full Time,Manager,10+ Yrs of Exp,Sharqia,"Quality Assurance, Engineering, Science, Production, Manufacturing, Analysis, Business Administration, Operations/Management, Quality"
English Instructor,American Egyptian Academy,Nasr City,Part Time,Entry Level,1-3 Yrs of Exp,Cairo,"Education, Training, Teaching, TESOL, TEFL, CELTA, Learning, English Literature, Education/Teaching, Training/Instructor"
Psychologist & Social Specialist - Cairo,Mishkat Nour,Nasr City,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Females Preferred, Communication Skills, Psychology, Healthcare, Mental Health, Education, Social Studies, Medical/Healthcare"
Store Keeper - Gharbia,EGIC,Gharbia,Full Time,Experienced,3-5 Yrs of Exp,Egypt,"Logistics, SAP, Inventory, Store Keeping, Logistics/Supply Chain"
Senior Accountant,Profolio Consulting,Maadi,Full Time,Experienced,4+ Yrs of Exp,Cairo,"Accounting, Finance, Financial Analysis, Financial Management, English, CMA, CPA, MS Excel, MBA, MS, ACCA, Computer Skills"
Senior Full Stack Developer,Barcode _Sa,Mohandessin,Full Time,Experienced,3-4 Yrs of Exp,Giza,"Programmer, Information Technology (IT), Computer Science, Software Engineering, Web Applications, CSS, XML, APIs, MS ASP, MVC"
Senior Architect / Interior Designer (Working...,Virtual Worker Now,Cairo,Full Time,Work From Home,3-5 Yrs of Exp,Egypt,"2 Vacancies, Startup, Architecture, Engineering, Design, 2D Modeling, 3D Modeling, Sketchup, AutoCAD, 3D Max, V-Ray"
Real Estate Sales Manager,M² Developments,New Cairo,Full Time,Manager,7-13 Yrs of Exp,Cairo,"Presentation Skills, Relationship Management, Communication, Sales Target, Customer Service, Leadership, Real Estate Sales, Sales/Retail"
French Teacher,AIESEC Cairo University,San Salvador,Full Time,Entry Level,1-2 Yrs of Exp,El Salvador,"Communication Skills, Languages, Language Teaching, French Teaching, Education/Teaching, Training/Instructor"
