Title,Company,Location,Type,Level,YearsExp,Country,Skills
Content Creator / Copy Writer - Alexandria,EL KHETA,Alexandria,Full Time,Entry Level,1+ Yrs of Exp,Egypt,"Copywriter, SEO, WordPress, Creative, Writing, Social Media, Marketing, Research, planing, Blog, Writing/Editorial"
T24 Senior Technical Consultant,Ultimate Solutions Egypt,6th of October,Full Time,Experienced,2-6 Yrs of Exp,Giza,"Males Only, Development, Implementation, Technical Analysis, Accounting, Computer Science, Information Technology (IT), Engineering"
IT Manager,Al Andalous Medical Company,6th of October,Full Time,Manager,10-15 Yrs of Exp,Giza,"Manager, Information Technology (IT), Project Management, Computer Science, Pharmaceutical, IS, Less, SAP, ERP, Computer Engineering"
Senior Medical Advisor,dynamics,New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Pharmacy, Medical Marketing, English, MS Office, Medical Literature, Advertising, Pharmaceutical, Writing/Editorial"
Chief Accountant - Payable,Ghassan Ahmed Alsulaiman for Electronic Services,Maadi,Full Time,Manager,5-8 Yrs of Exp,Cairo,"Finance, Commerce, Financial Management, Financial Accountant, Financial Analysis, Chief Accounting, Accounting/Finance"
Sales Representative,International Egyptian Company for Investment,Heliopolis,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Customer Service, Communication Skills, Customer Service/Support, Medical/Healthcare, Sales/Retail"
BI-Data Analyst,AQARITO,Maadi,Full Time,Part Time,1-3 Yrs of Exp,Cairo,"Computer Science, Power BI, SQL, BI, Data Analytics, Business Data, English, Database, Data Analysis, Business Development"
Light Current Engineer (CCTV),SAPTelecom,Maadi,Full Time,Experienced,5+ Yrs of Exp,Cairo,"Access Control, Light Current Systems, Fiber Optics, Fire Alarm, BMS, Audio Visual, Electrical Engineering, Low Current Systems, Design"
Influencer Coordinator - Mansoura,MLAMEH,Mansoura,Full Time,Work From Home,1-2 Yrs of Exp,Dakahlia,"Influencer, Fashion, Social Media, Digital Marketing, Marketing/PR/Advertising, Analyst/Research, Media/Journalism/Publishing"
Indirect Sales Manager - Real Estate,MENA For Contracting & Trading,Mohandessin,Full Time,Manager,10-15 Yrs of Exp,Giza,"Sales Skills, Sales Target, English, Communication Skills, Real Estate Sales, Business Administration, Presentation Skills, MS Office"
Safety Manager,Asass,New Cairo,Full Time,Manager,8-10 Yrs of Exp,Cairo,"Safety Manager, Leadership Skills, Engineering, Health & Safety, Operations, Civil, Site, Engineering - Construction/Civil/Architecture"
HSE Supervisor,Confidential,Sheraton,Full Time,Manager,3+ Yrs of Exp,Cairo,"Quality, Safety, Manufacturing, HSE, Manufacturing/Production, Quality"
Technical Sales Account Manager - Software,Confidential,Cairo,Full Time,Experienced,2+ Yrs of Exp,Egypt,"Business Development, Information Technology (IT), Lead Generation, Forcasting, Sales Target, Customer Service, Account Management"
Accountant,CompuGeorge,Mohandessin,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Finance, Financial Management, Accounting Principles, Financial Analysis, English, Excel, GAAP, Arabic, Quick Books"
PHP Web Developer,Confidential,Mansoura,Full Time,Entry Level,0-5 Yrs of Exp,Dakahlia,"Apps, code, Web Development, Information Technology (IT), Computer Science, Engineering, IT/Software Development"
Junior Passive Network Engineer,Interact Technology Solutions,Maadi,Full Time,Experienced,1-2 Yrs of Exp,Cairo,"VMWare, Presales Engineering, Installation, Maintenance, SRM, ESXI, DRS, Computer Science, Computer Engineering, Commscope"
Director Executive Assistant,Confidential,Alexandria,Full Time,Experienced,2+ Yrs of Exp,Egypt,"Administration, Admin Assist, Assistant, Executive Secretary, Arabic, English, Administration"
Sales Representative - Ready Mix,Better Mix,New Cairo,Full Time,Entry Level,1-5 Yrs of Exp,Cairo,"Sales Skills, Microsoft Office, Sales Target, Telesales, Indoor Sales, Sales Ready Mix, Customer Service, Communication Skills"
