Title,Company,Location,Type,Level,YearsExp,Country,Skills
Customer Service Agent,Johnson Controls,New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Call Center, Customer Support, Customer Care, English, Customer Service/Support"
Sales Line Manager (Sterilization),Confidential,Cairo,Full Time,Manager,5+ Yrs of Exp,Egypt,"Sales Skills, Medical, Sterilization, Infection Control, Quality, Auditing, Hygiene, Medical/Healthcare, Quality, Sales/Retail"
Senior ETL Developer,Ejada (Cairo),Cairo,Full Time,Experienced,4+ Yrs of Exp,Egypt,"IBM InfoSphere DataStage, Information Technology (IT), Engineering, Data Warehousing, OLAP, Design, JDBC, DB2 DBMS"
Operation Manager,Flavour Scouts,Cairo,Full Time,Manager,6-10 Yrs of Exp,Egypt,"Management, Logistics, Supply Chain, Export, Microsoft Office, Fresh Produce, Operations/Management"
Retail Trainer,Ben Soliman,Giza,Full Time,Experienced,2-5 Yrs of Exp,Egypt,"Retail, Trainer, Human Resources, Education, Sales/Retail, Training/Instructor"
Accountant,Madar plus,Obour City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Finance, Financial Management, Financial Analysis, Communication Skills, Computer Skills, Microsoft Office, Microsoft Excel, Industrial"
Front-End React JS Developer,IMS,Rehab City,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Software Engineering, Information Technology (IT), Computer Hardware, Computer Science, js, CSS, HTML, RESTful APIs, javaScript"
Senior Web Designer - Developer,PL-KSA,Sheraton,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Startup, HTML5, CSS3, LESS, SASS, jQuery, javaScript, Angular, AJAX, Adobe Photoshop, SEO, Git, Information Technology (IT)"
Graphic Design Instructor,Mishkat Nour,Port Said,Part Time,Experienced,4-7 Yrs of Exp,Egypt,"Adobe Illustrator, Adobe Photoshop, Instructor, Adobe Premiere, Teaching, Creative/Design/Art, Training/Instructor"
Senior Accounts Receivable Accountant,SERA Mattress & Furniture,Obour City,Full Time,Manager,5-10 Yrs of Exp,Cairo,"Accounting, Finance, Accounting/Finance"
Sales Executive (Automotive/Lubricants),Solkit Egypt,Mokattam,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Indoor Sales, Outdoor Sales, Sales Skills, Lubricants, Car Oils, Automotive, Sales Target, Sales/Retail"
Digital Media Buyer,Xact,Heliopolis,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Google Ads, Instagram, Campaign, Facebook, Digital Marketing, Social Media, Marketing/PR/Advertising, Media/Journalism/Publishing"
Senior Digital Marketing Specialist,Microtech,Dokki,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Social Media, SWOT, Branding, Campaigns, Online Marketing, SEO, Online Strategies, Content, Business Administration, SEM"
Marketing Specialist,MatsMall,Cairo,Full Time,Work From Home,1-3 Yrs of Exp,Egypt,"E-marketing, Social Media, Digital Marketing, Sales, Branding, Graphic Design, Google Analytics, Content, Writing, Editing"
Data Entry Specialist,Confidential,khanka,Full Time,Entry Level,0-1 Yrs of Exp,Qalubia,"Data Entry, Microsoft Office, Typing Speed, Administration, Computer Skills, English, Administration"
Sales Executive - Red Sea,Hamza Group,Hurghada,Full Time,Experienced,3-5 Yrs of Exp,Red Sea,"Sales Skills, Sales Target, English, Negotiation, Sanitary Ware, Construction, Customer Service, Sales/Retail"
