Title,Company,Location,Type,Level,YearsExp,Country,Skills
Sales Team Leader - Real Estate,Makanak,New Cairo,Full Time,Manager,5-8 Yrs of Exp,Cairo,"Females Only, Sales Team Leader, Real Estate, Sales Target, Sales Skills, Communication Skills, Presentation Skills, Management, Training"
General Accountant,Confidential,Mohandessin,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Microsoft Excel, Microsoft Office, Accounting, Financial Management, Financial Analysis, Commerce, Corporate Finance, Auditing"
Senior .Net Core Developer,Desklab,New Nozha,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"C#, ASP.NET, MVC, Angular, .NET Core, SQL, Web API, Azure, Information Technology (IT), Software Development"
Junior Inventory Control Specialist - Shared...,Confidential,New Cairo,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Business Administration, Inventory Software, Accounting, Finance, Retail, POS, JDE, TS, Microsoft Office, Logistics"
Sales Engineer,Lotus Finishing Materials,Cairo,Full Time,Entry Level,1+ Yrs of Exp,Egypt,"Sales Skills, Engineering, Construction, Applied Arts, Fine Arts, Civil, Sales Target, Finishing, Creative/Design/Art, Sales/Retail"
Agricultural Manager,Nile Sugar,Wadi Alnatrun,Full Time,Manager,10+ Yrs of Exp,Beheira,"Management, Beet, Engineering, Operations/Management, Engineering - Other"
Digital Marketing Manager,el zohor,Itsa,Full Time,Manager,4-7 Yrs of Exp,Fayoum,"Social Media, Sales, Account Management, Operations/Management, Marketing/PR/Advertising, Sales/Retail"
HR Personnel Specialist,Confidential,Cairo,Part Time,Experienced,2+ Yrs of Exp,Egypt,"Personnel, English, Arabic, Microsoft Office, Human Resources (HR), Excel, Human Resources"
"\"Senior Data Engineer \"\" EDW \"\" - KSA\"",SURE International Technology,Riyadh,Full Time,Experienced,7+ Yrs of Exp,Saudi Arabia,"Computer Engineering, ETL, Data Modeling, Data Integration, NoSQL, Data Warehouse, Data Engineering"
Technical Lead,NGMSA,Alexandria,Full Time,Manager,10+ Yrs of Exp,Egypt,"Software Development, Computer Science, Software Engineering, Computer Engineering, C#, C++, Visual Studio, English"
Resale Property Consultant,Location Real Estate,New Cairo,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Males Preferred, Real Estate, Resale, Brokerage, Sales Skills, Property Sales, Sales Target, Sales/Retail"
Technical Office Engineer,Pretty House,Ain Shams,Full Time,Experienced,5-8 Yrs of Exp,Cairo,"Engineering, AutoCAD, Microsoft Office, Engineering - Construction/Civil/Architecture, Installation/Maintenance/Repair"
Senior Network & System Administrator,UX Centers,Abu Rawash,Full Time,Experienced,2+ Yrs of Exp,Giza,"Networks, Network Administration, Computer Systems, Computer Hardware, Operating System Software, Computer Science, Cisco"
RPA Developer,Metra Group,6th of October,Internship,Entry Level,null Yrs of Exp,Giza,"RPA, Information Technology (IT), Computer Science, Software Development, Engineering, HTML, CSS, SQL, VB, .NET, Java, C#"
Personal Shopper.,Carina Wear,New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Females Only, Fashion, Retail, Customer Service, Customer Care, Chat Support, Sales Skills, Customer Service/Support, Sales/Retail"
Quality Assurance Specialist - Shipping and...,DASA,Cairo,Full Time,Experienced,5+ Yrs of Exp,Egypt,"Logistics, Supply Chain, Shipping, E-commerce, Quality Control, QA, Logistics/Supply Chain, Quality"
Assistant Java Developer R1,YELO,Sheraton,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Information Technology (IT), Computer Engineering, Software Development, DevOps, Design, Jenkins, JPA, SQL, RESTful APIs"
Facade Engineer,Confidential,New Cairo,Full Time,Experienced,4-7 Yrs of Exp,Cairo,"Facade, Civil Engineering, Revit, Architecture, Mechanical, AutoCAD, Engineering - Construction/Civil/Architecture"
Senior Outdoor Sales Representative (ERP) - Cairo,LinkIT,Cairo,Full Time,Experienced,3+ Yrs of Exp,Egypt,"Outdoor Sales, Sales Target, Time Management, Accounting, HMS, ERP Sales, B2B Sales, Sales/Retail"
