Title,Company,Location,Type,Level,YearsExp,Country,Skills
Receptionist,Pinnacle Real Estate Investments and Development Management,Maadi,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Administration, Office Management, Receptionist, English, Microsoft Office, Computer Skills, Communication, Administration"
Business development Executive Architect,MHK Architects,New Cairo,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Business Development, Architecture, Engineering, Presentation Skills, Negotiation, Engineering - Construction/Civil/Architecture"
Curriculum Developer,Almotahida Education,Cairo,Full Time,Work From Home,2+ Yrs of Exp,Egypt,"Curriculum Development, Education, Teaching, SME, Science, Biology, Chemistry, Engineering, Physics, Teacher, Writing"
Senior PHP Developer,GCSSD,Heliopolis,Freelance / Project,Experienced,5+ Yrs of Exp,Cairo,"javaScript, HTML, CSS, jQuery, LAMP, React, MySQL, Information Technology (IT), Software Development, Laravel"
Marketing Specialist,Magdy Taalab,Obour City,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Packaging, Social Media, E-marketing, Marketing Plans, Marketing/PR/Advertising, Media/Journalism/Publishing"
Digital Marketing Specialist,Nahdet Misr Publishing Group,Mohandessin,Full Time,Experienced,3-6 Yrs of Exp,Giza,"SEM, Digital Marketing, Social Media, Ads, E-marketing, Marketing/PR/Advertising, Media/Journalism/Publishing"
Marketing Manager (Commercial Real Estate),INMA Developments,New Cairo,Full Time,Manager,10-15 Yrs of Exp,Cairo,"Digital Marketing, Social Media, Commercial Real Estate, MBA, Marketing/PR/Advertising, Media/Journalism/Publishing"
Accountant,Confidential,Nasr City,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Accounting, Accountant, Factory, Financial Analysis, Financial Management, Accounting/Finance"
Membership Advisor (Sales) - Giza,The Science Gym,Giza,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Sales Skills, Sales Target, Fitness, Club, Membership, Gym, Sales/Retail, Sports and Leisure"
Senior Auditor,Khalil Pharmacies,Alexandria,Full Time,Experienced,5-7 Yrs of Exp,Egypt,"Auditing, Finance, Financial Managament, Financial Analysis, Accounting/Finance"
Secretary And Business Coordinator,POLYMERS,Mohandessin,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Males Preferred, Administration, Office Management, Secretary, Microsoft Office, Front Office, Front Desk, Administration"
Pre-Sales Engineer,proleaders,San Stefano,Full Time,Experienced,3-5 Yrs of Exp,Alexandria,"Information Technology (IT), Sales Skills, Communication Skills, Software Development, Engineering, Telecom, Computer Science, Agile"
Outdoor Sales Agent - Alex,AMpro Advertising,Alexandria,Full Time,Entry Level,1+ Yrs of Exp,Egypt,"Outdoor Sales, Sales Target, Communication Skills, Sales/Retail"
Software Quality Control Engineer,Nagwa,Nasr City,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Quality Assurance, Computer Science, Quality Control, Information Technology (IT), Software Testing, QA, Agile, ISTQB, Automation"
MS Dynamics AX Developer,Sega_m,10th of Ramadan City,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,"Dynamics AX Developer, Computer Science, Information Technology (IT), Software Engineering, Software Development, Computer Engineering"
Front Desk Receptionist (Mid Shift),Al fawzy dental,Agouza,Full Time,Experienced,2-3 Yrs of Exp,Giza,"Administration, receptionist, front officer, medical, dental, Office Management, English, clinic, Microsoft Office, Administration"
Senior Full Stack Developer (.NET),DEVOPSolution,Nasr City,Full Time,Experienced,5+ Yrs of Exp,Cairo,".NET Development, Computer Science, Computer Engineering, Information Technology (IT), C#, MVC, ASP.NET, Angular, Typescript, HTML5"
Light Current Presales Engineer,CompuGeorge,Mohandessin,Full Time,Experienced,3+ Yrs of Exp,Giza,"Sales Skills, Biometrics, CCTV, IP, Access Control, Physical Security, Security Systems, Information Technology, Electronics, Arabic"
Inpatient Pharmacist - Nile Badrawi Hospital,Cleopatra Hospitals Group,Maadi,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Healthcare, Hospital, Pharmaceutical, Medical, Application Development, Inpatient, Medical/Healthcare, Pharmaceutical"
Mechanical Technical Office Engineer,Egybell,Nasr City,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Air Conditioning, Heating, Mechanical Power Engineering, Engineering - Mechanical/Electrical"
Store Manager - (6th Of October),OPPO Egypt,6th of October,Full Time,Manager,3+ Yrs of Exp,Giza,"Sales Target, Sales Skills, Store Management, Communication Skills, Computer Skills, Microsoft Office, Store Administration, Customer Care"
Financial Controller,MODON Developments,Sheikh Zayed,Full Time,Manager,10-16 Yrs of Exp,Giza,"SAP, Finance, Accounting, Financial Analysis, Financial Management, CPA, ERP Implementation, English, Arabic"
Business Development Manager,Altayar recruitment,Riyadh,Full Time,Manager,5+ Yrs of Exp,Saudi Arabia,"Sales Skills, Business Development"
Outdoor Sales Representative - Cairo,Ads Solution,Cairo,Full Time,Entry Level,1+ Yrs of Exp,Egypt,"Outdoor Sales, Sales Skills, Sales Target, English, Communication Skills, Sales/Retail"
