Title,Company,Location,Type,Level,YearsExp,Country,Skills
Sales Team Leader - Real Estate,EstateVille,Cairo,Full Time,Manager,2+ Yrs of Exp,Egypt,"Sales Target, Management, Real Estate Team Leader, Property Sales, Sales/Retail"
Marketing Executive,Unicity,New Cairo,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Market Research, Real Estate, Social Media, English, Digital Marketing, E-marketing, Marketing/PR/Advertising"
HR Screener,Atheel CC,Maadi,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,"Recruitment, Screening, HRMS, Communication Skills, Human Resources"
Sales Representative Indoor/Outdoor,Safety Pro,Mokattam,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Outdoor Sales, Sales Skills, Indoor Sales, Communication Skills, Selling, Excel, Microsoft Word, CCTV, Light current, Quick learner"
HR Associate,Sumerge,Cairo,Full Time,Entry Level,0-2 Yrs of Exp,Egypt,"Recruitment, Recruiter, Screening, HR Diploma, English, HR, Microsoft Office, Employee Relations, Human Resources"
Senior Front End Developer - Early Morning,Kick Start Interactive,Cairo,Full Time,Experienced,3+ Yrs of Exp,Egypt,"Front End, Web Development, Information Technology (IT), Computer Science, Software Development, Software Engineering, AngularJS 2"
Site Health & Safety Officer,Johnson Controls,New Valley,Full Time,Experienced,3+ Yrs of Exp,Egypt,"NEBOSH, ISO, health&safety, QHSE, IOSH, SiteEngineer, Safetyofficer, Quality"
Personal Assistant To General Manager - Cairo,MFN Family,Heliopolis,Full Time,Experienced,7+ Yrs of Exp,Cairo,"Administration, Office Management, Assistance, Business, Secretary, English, Administration"
Senior Front End Developer,Eksab,Downtown,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Computer Science, GraphQL, GitFlow, Web Development, Software Development, Software Engineering, Version Control, Redux"
Accounts Receivable Accountant,Egypro FME,Maadi,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Finance, Financial Analysis, Commerce, ERP, Accounts Receivable, Financial Reports, Unpaid Invoices, VAT, Cash, Payment Plans"
.NET Back-End Web Developer,Confidential,Cairo,Full Time,Experienced,2-5 Yrs of Exp,Egypt,"Computer Science, Software Development, javaScript, ASP.NET, C#, SQL, Agile, OOP, JSON, XML, Back End"
Electrical Technical Office Engineer,E&Power,6th of October,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Electrical Engineering, AutoCAD 2D, Microsoft Office, Management, Contracting, Engineering - Mechanical/Electrical"
Customer Service Manager,Confidential,Maadi,Full Time,Manager,5+ Yrs of Exp,Cairo,"Management, Customer Service, Customer Care, Microsoft Office, Communication Skills, Business Administration, Customer Service/Support"
Business Development Engineer,Smart Lighting,Sheraton,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Engineering, Business Development, English, Marketing, Architecture, Engineering - Construction/Civil/Architecture, Business Development"
Senior Property Consultant,Pillarz Developments,Heliopolis,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Real Estate, Communication Skills, Sales Skills, Sales Target, English, Commercial, Computer, Customer Service/Support, Sales/Retail"
