Title,Company,Location,Type,Level,YearsExp,Country,Skills
Sr. JavaScript Developer,Longman Egypt,Alexandria,Full Time,Experienced,5-10 Yrs of Exp,Egypt,"Information Technology (IT), Computer Science, javaScript, Software Development, CSS, HTML, React, Git, AWS, UX, UI, RESTful"
Executive Secretary to Chairman - Alexandria,Paradise Inn Hotels & Resorts,Mahta Alraml,Full Time,Experienced,7+ Yrs of Exp,Alexandria,"Microsoft Office, Office Management, Admin Assistant, Business Administration, Accounting, ERP, Back Office, Hotel, MS Office"
Sales Executive,Toya Advertising,Nasr City,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Sales Target, Customer Service, Advertising, Packing, Printing, Packaging, Sales/Retail"
System Admin,Premier Services and Recruitment Overseas,Maadi,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Information Technology (IT), MCSA, Computer Science, MCSE, IT/Software Development, Engineering - Telecom/Technology"
Employees Engagement Specialist,Al-Madina,Cairo,Full Time,Experienced,2-4 Yrs of Exp,Egypt,"Employee Engagement, Employee Relations, Human Resources (HR), Performance Management, Personnel, Human Resources"
Sales Supervisor - German Speaker,idaco,6th of October,Full Time,Experienced,6+ Yrs of Exp,Giza,"Sales Skills, German, Sales Target, Sales/Retail"
Back Office Advisor,FLINK Business Soutions,Heliopolis,Full Time,Entry Level,2-5 Yrs of Exp,Cairo,"Back Office, Customer Support, Customer Service, Customer Care, Administration, Customer Service/Support"
Facility Management Executive,The Baby Academy,6th of October,Full Time,Experienced,2+ Yrs of Exp,Giza,"Administration, Repair, Facility Management, Maintenance, Administration, Operations/Management"
Production Manager,Confidential,Obour City,Full Time,Manager,10-15 Yrs of Exp,Cairo,"Manufacturing, Engineering, Management, Six Sigma, Lean, Dairy, Food Industry, Cheese, Control, EHS, Quality"
UI/UX Designer,Confidential,Cairo,Full Time,Experienced,2-4 Yrs of Exp,Egypt,"UI, Adobe, Computer Science, Information Technology (IT), HTML5, Illustrator, Photoshop, InDesign, Acrobat, Usability, Dreamweaver"
ECM Project Manager - Nasr City,Namaa InfoLogistics,Nasr City,Full Time,Manager,5-10 Yrs of Exp,Cairo,"Project manager, ECM, Backlog, scanning, Operations/Management, Project/Program Management"
ERP Functional Support Specialist (Odoo),ZAD Solutions,Mohandessin,Full Time,Entry Level,0-3 Yrs of Exp,Giza,"Odoo, ERP, Business Information Systems, SAP, Oracle, Business Informatics, Accounting, Business Administration, Computer Science"
Science Teacher - Preparatory Stage,Manhattan Schools,Maadi,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Science, Education, R&D/Science, Education/Teaching"
Operations Specialist / Sales Admin (Brokerage...,Location Real Estate,New Cairo,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Females Only, Skills, CRM, Resale, Brokerage Real Estate, Microsoft Excel, Sales Admin, Administration, Operations/Management"
Java Back-End Developer - KSA,Confidential,Dammam,Full Time,Experienced,5+ Yrs of Exp,Saudi Arabia,"Information Technology (IT), Software Engineering, Software Development, Coding, E-Commerce, Magento, PHP, SQL, Troubleshooting"
Network Engineer,EGID company,New Cairo,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"CCNA, Information Technology (IT), Computer Science, Engineering, Networking, CCNP, IT/Software Development"
Admissions & Graduations Officer,Egyptian Cultural Center,Nasr City,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Administration, Education, Admission, Student Graduation, Communication Skills, Coordinations, Administration, Education/Teaching"
Senior Backend Developer - Java (Spring/ADF),Ithmaar Integrated Solutions,Haram,Full Time,Experienced,4-7 Yrs of Exp,Giza,"Java, Software Development, Information Technology (IT), ADF, Software Engineering, Back-End, Spring Boot, J2EE, Hibernate"
Material Planning Specialist/Engineer,Masria Digital Payment (MDP),10th of Ramadan City,Full Time,Entry Level,1-3 Yrs of Exp,Sharqia,"Material, Industrial, Planning, Supply Chain, Logistics, SAP, Logistics/Supply Chain, Purchasing/Procurement"
Sales Executive - Edtech,Innovito,Nasr City,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Sales Target, IT Solutions, B2B Sales, Corporate Sales, Customer Service, Customer Care, Customer Support, Marketing, IT Sales"
Senior Procurement Engineer,Confidential,Madinaty,Full Time,Experienced,8+ Yrs of Exp,Cairo,"Procurement, Purchasing, Architecture Engineering, Civil Engineering, Contracting, Engineering - Construction/Civil/Architecture"
Inventory Accountant,Confidential,Sheikh Zayed,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Human Resources (HR), Microsoft Excel, Computer Skills, Inventory Keeping, Accounting, Finance, Inventory Management, Supply Chain"
