Title,Company,Location,Type,Level,YearsExp,Country,Skills
Business Development & Marketing Specialist,wnpro,Giza,Full Time,Entry Level,1-2 Yrs of Exp,Egypt,"Business Development, Marketing, Sales Skills, Business Development, Marketing/PR/Advertising"
Sales Engineer,Acrylicon Egypt for flooring,New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Sales Skills, Construction, AutoCAD, Microsoft Office, Civil Engineering, Mechanical Engineering, Sales/Retail"
Mechanical Engineer - Heavy Equipment,Confidential,Heliopolis,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Mechanical Engineering, Mechanics, Maintenance Equipment, Heavy Equipment, Equipment Maintenance, Installation/Maintenance/Repair"
Accountant,Dreevo app,Maadi,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Finance, Financial Reports, Financial Management, Financial Analysis, Financial Statements, Bookkeeping, Record-Keeping"
Business Analyst / Product Owner,RMG,Riyadh,Part Time,Experienced,5+ Yrs of Exp,Saudi Arabia,"BRD, SRS, Agile, Information Technology (IT), Project Management, IT/Software Development, Engineering - Telecom/Technology"
Medical Family Planning Technical Training...,John Snow InC,Luxor,Freelance / Project,Senior Management,15-20 Yrs of Exp,Egypt,"Medical, Training, Family Palnning, Contraceptives, MoHP, Medical/Healthcare, Training/Instructor"
Senior Technical Writer,Flairstech,Cairo,Full Time,Experienced,3-5 Yrs of Exp,Egypt,"CSS, HTML, Computer Science, Microsoft Office, English, XML, Computer Engineering, Information Technology (IT)"
Purchasing Manager (Local & Overseas),Confidential,Nasr City,Full Time,Manager,10+ Yrs of Exp,Cairo,"Procurement, Overseas, Purchasing Manager, Supply Chain Management, Microsoft Office, Planning, Computer Skills, Operations/Management"
Senior Software Developer - C++,EastNets,Cairo,Full Time,Experienced,6+ Yrs of Exp,Egypt,"C++, Java, TCP/IP & Protocols, Unix, Information Technology (IT), Software Development, Computer Science, Software Engineering, SQL"
Promoters Team Leader - Cairo,Minlo,New Nozha,Full Time,Manager,2-3 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Management, Marketing/PR/Advertising, Sales/Retail"
Senior Front-End Developer (React),Flairstech,Maadi,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Software Development, JQuery, React, Bootstrap, HTML, CSS, SaaS, Design, Angular, Web Development, javaScript"
System Administrator,EGID company,New Cairo,Full Time,Experienced,4-6 Yrs of Exp,Cairo,"Information Technology (IT), System Administration, Operating Systems, Communication Engineering, IT/Software Development"
Purchasing Coordinator,Alexandria Trading and Engineering Bureau,Sidi Gaber,Full Time,Entry Level,1-2 Yrs of Exp,Alexandria,"Logistics, Supply Chain, Purchasing, Procurement, Logistics/Supply Chain, Purchasing/Procurement"
Sales Engineer - Construction Chemicals,Aliomar for construction chemicals,6th of October,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Sales Target, Engineering, Chemistry, Construction Chemicals, Presentation Skills, Chemicals Sales, Civil, Sales/Retail"
Purchasing/Procurement Specialist,The Breakroom Company,Sheraton,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Supply Chain, Purchasing Management, Supermarkets, Convenience Stores, Procurement, Computer Skills, Logistics/Supply Chain"
Sales & Business Development Specialist,Smartistic Education Technology Co,Sheikh Zayed,Full Time,Part Time,2+ Yrs of Exp,Giza,"2 Vacancies, Business Development, Sales Skills, Sales Target, English, Social Media, Digital Marketing, Arabic, SEO, Content"
Monitor and Evaluation Coordinator,Abt Associates,Tanta,Full Time,Experienced,5+ Yrs of Exp,Gharbia,"Data Entry, Database, Agricultural, Business Administration, Agriculture, Analyst/Research"
Assistant Security Manager,EFS,Cairo,Full Time,Experienced,6+ Yrs of Exp,Egypt,"Office Management, Legal, Administration, Military, Police, Security, Planning, Administration, Legal"
Site Architecture Engineer,Confidential,Cairo,Full Time,Experienced,5-10 Yrs of Exp,Egypt,"Architecture, Building Code, Shop Drawings, Civil Engineering, Construction, Engineering - Construction/Civil/Architecture"
Corporate Sales Executive - (Alexandria),Unioil,Alexandria,Full Time,Experienced,3+ Yrs of Exp,Egypt,"Telesales, Customer Service, Sales Skills, Sales Target, Corporate Sales, English, Communication, Negotiation, Sales/Retail"
